,datetime,link,rain,temp,humid,visibility,dew_point,cloud,vaper_press,ground_temp,sun_diff_angle,sun_elevation,speed,label
0,2020.1.1 9:35,1030031000,0.0,-4.3,70,736,-8.9,9,3.1,-1.6,30.93318094,16.34510475,10.0,0
1,2020.1.1 9:40,1020008401,0.0,-4.3,70,736,-8.9,9,3.1,-1.6,161.6187854,17.01051814,24.0,0
2,2020.1.1 11:35,1170031700,0.0,-3.4,75,613,-7.2,9,3.6,-0.4,89.89596345,28.01752141,26.0,0
3,2020.1.1 11:50,1100083600,0.0,-3.4,75,613,-7.2,9,3.6,-0.4,111.1397558,28.71610784,16.0,0
4,2020.1.1 12:10,1220094900,0.1,-2.2,72,1117,-6.5,9,3.8,-0.1,132.197892,29.3397578,9.0,0
5,2020.1.1 13:10,1160002103,0.1,-1.0,67,1209,-6.3,9,3.8,0.4,85.00737832,29.02882091,33.0,0
6,2020.1.1 13:40,1010007404,0.1,-1.0,67,1209,-6.3,9,3.8,0.4,123.4734868,27.66245951,23.0,0
7,2020.1.1 13:45,1010008904,0.1,-1.0,67,1209,-6.3,9,3.8,0.4,54.63392816,27.36027137,24.0,0
8,2020.1.1 13:45,1040040000,0.1,-1.0,67,1209,-6.3,9,3.8,0.4,75.87878653,27.36027137,39.0,0
9,2020.1.1 13:50,1090007303,0.1,-1.0,67,1209,-6.3,9,3.8,0.4,21.89388451,27.03756765,19.0,0
10,2020.1.1 14:05,1180071800,0.1,-0.4,65,1226,-6.1,9,3.9,0.4,15.24035398,25.94962648,20.0,0
11,2020.1.1 14:20,1080032200,0.1,-0.4,65,1226,-6.1,9,3.9,0.4,38.22648605,24.68926964,19.0,0
12,2020.1.1 14:55,1240055102,0.1,-0.4,65,1226,-6.1,9,3.9,0.4,45.71334374,21.13478057,82.0,0
13,2020.1.1 15:15,1240057100,0.1,0.3,62,1179,-6.1,9,3.9,0.8,149.0331108,18.75776132,81.0,0
14,2020.1.1 15:30,1130052000,0.1,0.3,62,1179,-6.1,9,3.9,0.8,68.76604893,16.82876879,2.0,0
15,2020.1.1 15:40,1190033900,0.1,0.3,62,1179,-6.1,9,3.9,0.8,120.1937263,15.47869614,16.0,0
16,2020.1.1 16:10,1130068000,0.1,0.3,64,1137,-5.7,9,4.0,0.1,77.28091042,11.15160442,44.0,0
17,2020.1.1 16:10,1160052800,0.1,0.3,64,1137,-5.7,9,4.0,0.1,88.11215055,11.15160442,6.0,0
18,2020.1.1 16:20,1230006902,0.1,0.3,64,1137,-5.7,9,4.0,0.1,36.44198814,9.625676866,30.0,0
19,2020.1.1 16:55,1100028802,0.1,0.3,64,1137,-5.7,9,4.0,0.1,159.3715441,4.002722641,18.0,0
20,2020.1.1 19:45,1070003901,0.1,0.1,65,1055,-5.7,9,4.0,-0.1,95.11145187,0.0,20.0,0
21,2020.1.1 20:25,1000018403,0.1,0.0,67,1005,-5.4,9,4.1,-0.1,12.75844584,0.0,21.0,0
22,2020.1.2 7:25,1010008101,0.1,-0.5,65,993,-6.2,9,3.8,-0.6,136.8922518,0.0,29.0,0
23,2020.1.2 7:55,1000000502,0.1,-0.5,65,993,-6.2,9,3.8,-0.6,151.8307022,0.831199527,20.0,0
24,2020.1.2 7:55,1000021002,0.1,-0.5,65,993,-6.2,9,3.8,-0.6,72.69113753,0.831199527,32.0,0
25,2020.1.2 8:20,1150011702,0.1,-0.4,67,907,-5.7,9,4.0,-0.6,151.8359476,5.04025021,24.0,0
26,2020.1.2 9:10,1200013800,0.1,-0.1,67,890,-5.5,9,4.1,-0.3,151.5003061,12.83588655,35.0,0
27,2020.1.2 9:25,1240033200,0.1,-0.1,67,890,-5.5,9,4.1,-0.3,108.8293547,14.9796058,23.0,0
