,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
22396,2020-11-28 11:15,1040004702,3,1,171.2219,0,1,1,0,1,0,1,1
22396,2020-11-28 11:15,1040004702,3,1,171.2219,0,1,1,0,1,0,1,1
22396,2020-11-28 11:15,1040004702,3,1,171.2219,0,1,1,0,1,0,1,1
22400,2020-11-28 11:25,1240039500,0,1,513.5379,0,0,1,1,1,0,1,1
22400,2020-11-28 11:25,1240039500,0,1,513.5379,0,0,1,1,1,0,1,1
22402,2020-11-28 11:40,1190003002,1,1,108.5823,0,0,0,0,0,0,0,1
22402,2020-11-28 11:40,1190003002,1,1,108.5823,0,0,0,0,0,0,0,1
22404,2020-11-28 11:45,1110038200,0,0,486.6944172,1,1,1,1,0,0,1,1
22404,2020-11-28 11:45,1110038200,0,0,486.6944172,1,1,1,1,0,0,1,1
22406,2020-11-28 11:55,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
22406,2020-11-28 11:55,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
22406,2020-11-28 11:55,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
22406,2020-11-28 11:55,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
22410,2020-11-28 12:05,1210058000,2,2,200.369,0,0,0,0,0,0,0,1
22410,2020-11-28 12:05,1210058000,2,2,200.369,0,0,0,0,0,0,0,1
22412,2020-11-28 12:15,1060005601,1,4,498.1182,0,0,1,0,1,0,1,1
22412,2020-11-28 12:15,1060005601,1,4,498.1182,0,0,1,0,1,0,1,1
22414,2020-11-28 12:20,1160034700,0,0,500.8016,1,0,1,0,0,0,0,1
22414,2020-11-28 12:20,1160034700,0,0,500.8016,1,0,1,0,0,0,0,1
22416,2020-11-28 12:25,1050011502,3,0,221.6995,0,0,0,0,0,0,0,1
22416,2020-11-28 12:25,1050011502,3,0,221.6995,0,0,0,0,0,0,0,1
22416,2020-11-28 12:25,1050011502,3,0,221.6995,0,0,0,0,0,0,0,1
22416,2020-11-28 12:25,1050011502,3,0,221.6995,0,0,0,0,0,0,0,1
22420,2020-11-28 12:30,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22420,2020-11-28 12:30,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22422,2020-11-28 12:40,1010051500,0,1,854.5361,0,0,0,0,0,0,0,1
22423,2020-11-28 12:50,1020003600,1,1,449.6538,0,0,0,0,0,0,0,1
22423,2020-11-28 12:50,1020003600,1,1,449.6538,0,0,0,0,0,0,0,1
22423,2020-11-28 12:50,1020003600,1,1,449.6538,0,0,0,0,0,0,0,1
22423,2020-11-28 12:50,1020003600,1,1,449.6538,0,0,0,0,0,0,0,1
22427,2020-11-28 12:55,1110011800,1,1,405.185,1,0,1,0,0,0,0,1
22427,2020-11-28 12:55,1110011800,1,1,405.185,1,0,1,0,0,0,0,1
22429,2020-11-28 13:00,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
22429,2020-11-28 13:00,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
22429,2020-11-28 13:00,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
22429,2020-11-28 13:00,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
22433,2020-11-28 13:05,1210007903,0,3,549.3734,0,0,0,0,0,0,0,1
22433,2020-11-28 13:05,1210007903,0,3,549.3734,0,0,0,0,0,0,0,1
22435,2020-11-28 13:20,1230247800,2,1,1204.172,0,0,1,1,1,0,1,1
22435,2020-11-28 13:20,1230247800,2,1,1204.172,0,0,1,1,1,0,1,1
22437,2020-11-28 13:25,1020030600,2,0,518.1705,1,0,1,1,1,0,1,1
22437,2020-11-28 13:25,1020030600,2,0,518.1705,1,0,1,1,1,0,1,1
22437,2020-11-28 13:25,1020030600,2,0,518.1705,1,0,1,1,1,0,1,1
22437,2020-11-28 13:25,1020030600,2,0,518.1705,1,0,1,1,1,0,1,1
22441,2020-11-28 13:30,1020020301,0,1,763.3679,1,0,0,0,1,0,0,1
22441,2020-11-28 13:30,1020020301,0,1,763.3679,1,0,0,0,1,0,0,1
22443,2020-11-28 13:35,1010051500,0,1,854.5361,0,0,0,0,0,0,0,1
22443,2020-11-28 13:35,1010051500,0,1,854.5361,0,0,0,0,0,0,0,1
22445,2020-11-28 13:55,1030000402,4,3,969.882,0,0,1,1,1,0,1,1
22445,2020-11-28 13:55,1030000402,4,3,969.882,0,0,1,1,1,0,1,1
22447,2020-11-28 14:00,1130006501,1,3,881.4027,0,0,1,1,0,1,1,1
22447,2020-11-28 14:00,1130006501,1,3,881.4027,0,0,1,1,0,1,1,1
22449,2020-11-28 14:05,1210026303,3,1,151.0454,0,1,1,0,1,0,1,1
22449,2020-11-28 14:05,1210026303,3,1,151.0454,0,1,1,0,1,0,1,1
22451,2020-11-28 14:10,1040021300,0,2,508.9764,1,0,1,0,1,0,0,1
22451,2020-11-28 14:10,1040021300,0,2,508.9764,1,0,1,0,1,0,0,1
22453,2020-11-28 14:25,1220005100,1,3,382.6572,0,0,0,0,0,0,0,1
22453,2020-11-28 14:25,1220005100,1,3,382.6572,0,0,0,0,0,0,0,1
22457,2020-11-28 14:50,1210024803,3,1,311.4196,0,0,1,0,1,0,0,1
22457,2020-11-28 14:50,1210024803,3,1,311.4196,0,0,1,0,1,0,0,1
22459,2020-11-28 14:55,1220022603,1,5,193.0846,0,1,1,0,1,0,1,1
22459,2020-11-28 14:55,1220022603,1,5,193.0846,0,1,1,0,1,0,1,1
22459,2020-11-28 14:55,1220022603,1,5,193.0846,0,1,1,0,1,0,1,1
22459,2020-11-28 14:55,1220022603,1,5,193.0846,0,1,1,0,1,0,1,1
22463,2020-11-28 15:00,1020000902,3,3,2687.0533,1,0,1,1,1,1,1,1
22463,2020-11-28 15:00,1020000902,3,3,2687.0533,1,0,1,1,1,1,1,1
22465,2020-11-28 16:15,1160271300,2,2,215.025,0,0,0,1,0,0,0,1
22465,2020-11-28 16:15,1160271300,2,2,215.025,0,0,0,1,0,0,0,1
22467,2020-11-28 16:20,1230091000,1,1,755.7668,0,0,0,0,0,0,0,1
22467,2020-11-28 16:20,1230091000,1,1,755.7668,0,0,0,0,0,0,0,1
22469,2020-11-28 16:25,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22469,2020-11-28 16:25,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22469,2020-11-28 16:25,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22469,2020-11-28 16:25,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22473,2020-11-28 16:45,1180073600,1,1,104.4745,0,0,0,0,0,0,0,1
22473,2020-11-28 16:45,1180073600,1,1,104.4745,0,0,0,0,0,0,0,1
22475,2020-11-28 17:20,1220004902,1,1,340.3074,1,0,0,0,0,0,0,1
22475,2020-11-28 17:20,1220004902,1,1,340.3074,1,0,0,0,0,0,0,1
22477,2020-11-28 18:15,1160000900,1,1,105.3943,0,0,1,0,1,0,1,1
22477,2020-11-28 18:15,1160000900,1,1,105.3943,0,0,1,0,1,0,1,1
22479,2020-11-28 18:30,1190039900,3,1,43.078,0,0,0,0,0,0,0,1
22479,2020-11-28 18:30,1190039900,3,1,43.078,0,0,0,0,0,0,0,1
22481,2020-11-28 19:15,1130000304,3,3,547.8859,0,0,0,0,0,0,0,1
22481,2020-11-28 19:15,1130000304,3,3,547.8859,0,0,0,0,0,0,0,1
22481,2020-11-28 19:15,1130000304,3,3,547.8859,0,0,0,0,0,0,0,1
22481,2020-11-28 19:15,1130000304,3,3,547.8859,0,0,0,0,0,0,0,1
22485,2020-11-28 20:40,1240011102,1,1,249.948,0,0,1,0,1,0,1,1
22485,2020-11-28 20:40,1240011102,1,1,249.948,0,0,1,0,1,0,1,1
22487,2020-11-28 20:45,1200009903,0,1,304.8969,0,0,1,0,1,0,1,1
22487,2020-11-28 20:45,1200009903,0,1,304.8969,0,0,1,0,1,0,1,1
22489,2020-11-29 7:10,1050000305,1,3,1412.1807,0,0,1,0,1,1,1,1
22489,2020-11-29 7:10,1050000305,1,3,1412.1807,0,0,1,0,1,1,1,1
22491,2020-11-29 8:40,1080036700,1,1,76.0781,0,0,0,0,0,0,1,1
22491,2020-11-29 8:40,1080036700,1,1,76.0781,0,0,0,0,0,0,1,1
22495,2020-11-29 8:45,1150001802,3,1,557.731,1,0,1,0,1,0,1,1
22495,2020-11-29 8:45,1150001802,3,1,557.731,1,0,1,0,1,0,1,1
22497,2020-11-29 9:30,1070026800,2,0,146.0299,0,0,1,0,1,0,1,1
22497,2020-11-29 9:30,1070026800,2,0,146.0299,0,0,1,0,1,0,1,1
22499,2020-11-29 9:45,1210004801,4,3,291.385,0,0,0,1,1,0,0,1
22499,2020-11-29 9:45,1210004801,4,3,291.385,0,0,0,1,1,0,0,1
22501,2020-11-29 9:55,1220032202,1,1,385.5908,0,0,1,0,1,0,1,1
22501,2020-11-29 9:55,1220032202,1,1,385.5908,0,0,1,0,1,0,1,1
22501,2020-11-29 9:55,1220032202,1,1,385.5908,0,0,1,0,1,0,1,1
22501,2020-11-29 9:55,1220032202,1,1,385.5908,0,0,1,0,1,0,1,1
22505,2020-11-29 10:05,1210056900,2,1,242.8474,0,0,0,1,1,0,0,1
22505,2020-11-29 10:05,1210056900,2,1,242.8474,0,0,0,1,1,0,0,1
22505,2020-11-29 10:05,1210056900,2,1,242.8474,0,0,0,1,1,0,0,1
22505,2020-11-29 10:05,1210056900,2,1,242.8474,0,0,0,1,1,0,0,1
22509,2020-11-29 10:10,1190001603,3,1,759.9297,0,1,1,1,1,0,1,1
22509,2020-11-29 10:10,1190001603,3,1,759.9297,0,1,1,1,1,0,1,1
22511,2020-11-29 10:25,1210058000,2,2,200.369,0,0,0,0,0,0,0,1
22511,2020-11-29 10:25,1210058000,2,2,200.369,0,0,0,0,0,0,0,1
22513,2020-11-29 10:35,1210003000,4,3,2040.353,0,1,1,1,1,1,1,1
22513,2020-11-29 10:35,1210003000,4,3,2040.353,0,1,1,1,1,1,1,1
22515,2020-11-29 10:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
22515,2020-11-29 10:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
22519,2020-11-29 11:05,1110014001,0,1,526.9476,1,1,1,0,1,0,1,1
22519,2020-11-29 11:05,1110014001,0,1,526.9476,1,1,1,0,1,0,1,1
22521,2020-11-29 11:10,1000002201,1,1,610.9803,1,1,1,0,1,0,1,1
22521,2020-11-29 11:10,1000002201,1,1,610.9803,1,1,1,0,1,0,1,1
22521,2020-11-29 11:10,1000002201,1,1,610.9803,1,1,1,0,1,0,1,1
22521,2020-11-29 11:10,1000002201,1,1,610.9803,1,1,1,0,1,0,1,1
22525,2020-11-29 11:45,1210005304,3,3,383.9087,0,0,1,0,1,0,1,1
22525,2020-11-29 11:45,1210005304,3,3,383.9087,0,0,1,0,1,0,1,1
22527,2020-11-29 12:45,1230087100,2,2,534.2176,0,0,1,0,1,0,0,1
22527,2020-11-29 12:45,1230087100,2,2,534.2176,0,0,1,0,1,0,0,1
22531,2020-11-29 13:20,1000000602,0,1,180.5066,0,0,0,0,0,0,1,1
22531,2020-11-29 13:20,1000000602,0,1,180.5066,0,0,0,0,0,0,1,1
22533,2020-11-29 14:00,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22533,2020-11-29 14:00,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22535,2020-11-29 14:10,1110004000,1,1,907.8669,1,1,1,1,1,1,1,1
22535,2020-11-29 14:10,1110004000,1,1,907.8669,1,1,1,1,1,1,1,1
22539,2020-11-29 14:20,1080005105,0,1,117.7951,0,0,0,0,0,0,1,1
22539,2020-11-29 14:20,1080005105,0,1,117.7951,0,0,0,0,0,0,1,1
22541,2020-11-29 14:40,1210005402,4,3,1341.4938,0,0,1,1,1,1,1,1
22541,2020-11-29 14:40,1210005402,4,3,1341.4938,0,0,1,1,1,1,1,1
22543,2020-11-29 15:20,1140059900,2,2,376.3738,0,0,0,0,0,0,0,1
22543,2020-11-29 15:20,1140059900,2,2,376.3738,0,0,0,0,0,0,0,1
22547,2020-11-29 16:15,1210005402,4,3,1341.4938,0,0,1,1,1,1,1,1
22547,2020-11-29 16:15,1210005402,4,3,1341.4938,0,0,1,1,1,1,1,1
22551,2020-11-29 17:05,1130002303,3,3,532.1719,0,0,1,1,1,0,1,1
22551,2020-11-29 17:05,1130002303,3,3,532.1719,0,0,1,1,1,0,1,1
22555,2020-11-29 17:10,1030013201,0,0,513.9443,0,1,0,0,1,1,1,1
22555,2020-11-29 17:10,1030013201,0,0,513.9443,0,1,0,0,1,1,1,1
22557,2020-11-29 17:15,1220028201,1,1,314.1538,1,0,1,0,1,0,1,1
22557,2020-11-29 17:15,1220028201,1,1,314.1538,1,0,1,0,1,0,1,1
22559,2020-11-29 17:20,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22559,2020-11-29 17:20,1030001200,3,3,1098.7523,0,0,1,1,1,0,1,1
22561,2020-11-29 17:30,1060066700,0,4,2350.5361,0,1,1,1,1,1,1,1
22561,2020-11-29 17:30,1060066700,0,4,2350.5361,0,1,1,1,1,1,1,1
22563,2020-11-29 18:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22563,2020-11-29 18:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22563,2020-11-29 18:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22563,2020-11-29 18:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22567,2020-11-29 18:10,1230029401,3,1,319.879,0,0,1,0,1,0,1,1
22567,2020-11-29 18:10,1230029401,3,1,319.879,0,0,1,0,1,0,1,1
22567,2020-11-29 18:10,1230029401,3,1,319.879,0,0,1,0,1,0,1,1
22570,2020-11-29 18:15,1100007800,1,1,144.8059,0,0,1,0,0,0,0,1
22570,2020-11-29 18:15,1100007800,1,1,144.8059,0,0,1,0,0,0,0,1
22572,2020-11-29 19:10,1190001503,3,1,760.7591,0,0,1,1,1,0,1,1
22572,2020-11-29 19:10,1190001503,3,1,760.7591,0,0,1,1,1,0,1,1
22574,2020-11-29 20:10,1040021300,0,2,508.9764,1,0,1,0,1,0,0,1
22574,2020-11-29 20:10,1040021300,0,2,508.9764,1,0,1,0,1,0,0,1
22576,2020-11-29 20:40,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22576,2020-11-29 20:40,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
22578,2020-11-29 20:45,1130006501,1,3,881.4027,0,0,1,1,0,1,1,1
22578,2020-11-29 20:45,1130006501,1,3,881.4027,0,0,1,1,0,1,1,1
22580,2020-11-29 20:50,1030002001,3,3,604.6409,0,0,1,0,1,0,0,1
22580,2020-11-29 20:50,1030002001,3,3,604.6409,0,0,1,0,1,0,0,1
22582,2020-11-29 21:00,1040017500,1,3,518.3084,0,0,0,0,0,0,0,1
22582,2020-11-29 21:00,1040017500,1,3,518.3084,0,0,0,0,0,0,0,1
22584,2020-11-29 21:15,1040000103,3,3,1486.0488,0,0,1,1,1,1,1,1
22584,2020-11-29 21:15,1040000103,3,3,1486.0488,0,0,1,1,1,1,1,1
22586,2020-11-29 21:30,1020000201,3,3,892.0138,1,0,1,0,1,1,1,1
22586,2020-11-29 21:30,1020000201,3,3,892.0138,1,0,1,0,1,1,1,1
22588,2020-11-29 21:35,1020000403,3,1,551.1068,0,0,0,0,1,0,0,1
22588,2020-11-29 21:35,1020000403,3,1,551.1068,0,0,0,0,1,0,0,1
22590,2020-11-29 21:40,1030000902,3,3,793.0257,0,0,0,0,0,0,0,1
22590,2020-11-29 21:40,1030000902,3,3,793.0257,0,0,0,0,0,0,0,1
22590,2020-11-29 21:40,1030000902,3,3,793.0257,0,0,0,0,0,0,0,1
22590,2020-11-29 21:40,1030000902,3,3,793.0257,0,0,0,0,0,0,0,1
22594,2020-11-30 1:35,1010029700,2,0,141.3203,1,0,0,0,1,0,0,1
22594,2020-11-30 1:35,1010029700,2,0,141.3203,1,0,0,0,1,0,0,1
22596,2020-11-30 7:15,1080028900,2,0,335.8602,0,0,1,0,1,0,1,1
22597,2020-11-30 7:20,1130000304,3,3,547.8859,0,0,0,0,0,0,0,1
22599,2020-11-30 8:35,1150013301,1,1,50.3934,0,0,0,0,0,0,0,1
22600,2020-11-30 8:45,1220342400,4,1,421.0467,0,0,0,0,0,0,0,1
22601,2020-11-30 9:05,1030015801,2,0,743.4885,0,0,1,1,1,0,1,1
22602,2020-11-30 9:10,1130052801,1,1,707.0349,0,0,1,0,1,0,0,1
22602,2020-11-30 9:10,1130052801,1,1,707.0349,0,0,1,0,1,0,0,1
22604,2020-11-30 9:15,1170015900,0,3,617.8539,1,0,1,0,0,0,1,1
22606,2020-11-30 9:45,1020015203,1,1,227.1047,0,0,1,1,1,0,1,1
22607,2020-11-30 9:50,1150342000,0,0,182.687,0,0,0,0,0,0,0,1
22608,2020-11-30 10:00,1070029900,2,8,741.5451,1,0,1,1,1,1,1,1
22609,2020-11-30 10:10,1170029900,2,1,297.4527,1,0,1,0,1,0,1,1
22609,2020-11-30 10:10,1170029900,2,1,297.4527,1,0,1,0,1,0,1,1
22609,2020-11-30 10:10,1170029900,2,1,297.4527,1,0,1,0,1,0,1,1
22609,2020-11-30 10:10,1170029900,2,1,297.4527,1,0,1,0,1,0,1,1
22613,2020-11-30 10:35,1070005202,0,1,324.282,0,0,1,0,1,0,1,1
22613,2020-11-30 10:35,1070005202,0,1,324.282,0,0,1,0,1,0,1,1
22617,2020-11-30 11:50,1000008301,5,1,88.2165,0,0,0,0,0,0,0,1
22617,2020-11-30 11:50,1000008301,5,1,88.2165,0,0,0,0,0,0,0,1
22619,2020-11-30 12:00,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
22619,2020-11-30 12:00,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
22619,2020-11-30 12:00,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
22619,2020-11-30 12:00,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
22623,2020-11-30 12:50,1180035702,3,1,322.6138,0,0,0,0,0,0,0,1
22623,2020-11-30 12:50,1180035702,3,1,322.6138,0,0,0,0,0,0,0,1
22625,2020-11-30 13:05,1210004902,3,3,920.0914,0,0,1,1,1,0,0,1
22625,2020-11-30 13:05,1210004902,3,3,920.0914,0,0,1,1,1,0,0,1
22629,2020-11-30 13:55,1130000901,3,3,1314.052,0,0,0,0,0,0,0,1
22629,2020-11-30 13:55,1130000901,3,3,1314.052,0,0,0,0,0,0,0,1
22631,2020-11-30 15:00,1130000405,3,4,375.7245,0,0,1,1,1,0,1,1
22631,2020-11-30 15:00,1130000405,3,4,375.7245,0,0,1,1,1,0,1,1
22633,2020-11-30 15:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22633,2020-11-30 15:05,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
22635,2020-11-30 15:15,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
22635,2020-11-30 15:15,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
22637,2020-11-30 15:40,1070016601,1,1,49.4807,0,0,0,0,1,0,0,1
22637,2020-11-30 15:40,1070016601,1,1,49.4807,0,0,0,0,1,0,0,1
22639,2020-11-30 15:50,1150002303,3,3,900.1039,0,0,1,1,1,0,1,1
22639,2020-11-30 15:50,1150002303,3,3,900.1039,0,0,1,1,1,0,1,1
22641,2020-11-30 16:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
22641,2020-11-30 16:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
22643,2020-11-30 16:10,1220105900,2,2,288.0656,1,0,0,0,0,0,0,1
22643,2020-11-30 16:10,1220105900,2,2,288.0656,1,0,0,0,0,0,0,1
22645,2020-11-30 16:15,1070007703,3,1,62.5731,0,0,1,0,0,0,1,1
22645,2020-11-30 16:15,1070007703,3,1,62.5731,0,0,1,0,0,0,1,1
22647,2020-11-30 16:20,1220097700,2,0,229.1869,0,1,0,0,1,0,0,1
22647,2020-11-30 16:20,1220097700,2,0,229.1869,0,1,0,0,1,0,0,1
22653,2020-11-30 17:50,1110001002,1,1,315.0037,0,0,1,0,0,0,0,1
22653,2020-11-30 17:50,1110001002,1,1,315.0037,0,0,1,0,0,0,0,1
22655,2020-11-30 18:00,1180132501,2,5,895.8574687,1,0,1,1,1,0,1,1
22655,2020-11-30 18:00,1180132501,2,5,895.8574687,1,0,1,1,1,0,1,1
22659,2020-11-30 18:05,1210004100,3,3,1822.4928,0,0,1,1,1,1,1,1
22660,2020-11-30 19:10,1210010403,0,0,865.1402,0,1,1,1,1,1,1,1
22660,2020-11-30 19:10,1210010403,0,0,865.1402,0,1,1,1,1,1,1,1
22662,2020-11-30 19:45,1220110600,2,3,318.0968,0,0,0,0,1,0,0,1
22662,2020-11-30 19:45,1220110600,2,3,318.0968,0,0,0,0,1,0,0,1
22662,2020-11-30 19:45,1220110600,2,3,318.0968,0,0,0,0,1,0,0,1
22662,2020-11-30 19:45,1220110600,2,3,318.0968,0,0,0,0,1,0,0,1
22666,2020-11-30 20:15,1090006602,1,1,83.3867,0,0,0,0,0,0,0,1
22666,2020-11-30 20:15,1090006602,1,1,83.3867,0,0,0,0,0,0,0,1
22668,2020-11-30 20:25,1020001004,3,3,734.4772,0,0,0,0,0,0,0,1
22668,2020-11-30 20:25,1020001004,3,3,734.4772,0,0,0,0,0,0,0,1
22668,2020-11-30 20:25,1020001004,3,3,734.4772,0,0,0,0,0,0,0,1
22668,2020-11-30 20:25,1020001004,3,3,734.4772,0,0,0,0,0,0,0,1
22672,2020-11-30 21:30,1030000302,4,3,244.9231,0,0,0,0,0,0,0,1
22672,2020-11-30 21:30,1030000302,4,3,244.9231,0,0,0,0,0,0,0,1
22674,2020-12-01 1:35,1010037500,0,1,47.908,0,0,0,0,0,0,0,1
22674,2020-12-01 1:35,1010037500,0,1,47.908,0,0,0,0,0,0,0,1
22676,2020-12-01 7:05,1140065600,2,1,79.6999,1,0,1,0,0,0,0,1
22676,2020-12-01 7:05,1140065600,2,1,79.6999,1,0,1,0,0,0,0,1
22680,2020-12-01 7:40,1140010303,1,1,441.8962,0,0,1,1,1,0,1,1
22680,2020-12-01 7:40,1140010303,1,1,441.8962,0,0,1,1,1,0,1,1
22682,2020-12-01 7:45,1220043300,0,3,349.7506,0,0,0,0,0,0,0,1
22682,2020-12-01 7:45,1220043300,0,3,349.7506,0,0,0,0,0,0,0,1
22684,2020-12-01 8:15,1210007902,0,3,635.8706,0,0,0,1,0,0,0,1
22684,2020-12-01 8:15,1210007902,0,3,635.8706,0,0,0,1,0,0,0,1
22686,2020-12-01 8:30,1220319600,0,5,448.7612,0,0,1,1,1,0,0,1
22686,2020-12-01 8:30,1220319600,0,5,448.7612,0,0,1,1,1,0,0,1
22690,2020-12-01 9:25,1220004002,5,1,626.2799,0,0,1,1,1,0,1,1
22690,2020-12-01 9:25,1220004002,5,1,626.2799,0,0,1,1,1,0,1,1
22692,2020-12-01 9:30,1210004100,3,3,1822.4928,0,0,1,1,1,1,1,1
22692,2020-12-01 9:30,1210004100,3,3,1822.4928,0,0,1,1,1,1,1,1
22694,2020-12-01 9:35,1050000301,1,3,804.867,0,0,1,1,1,1,0,1
22694,2020-12-01 9:35,1050000301,1,3,804.867,0,0,1,1,1,1,0,1
22694,2020-12-01 9:35,1050000301,1,3,804.867,0,0,1,1,1,1,0,1
22694,2020-12-01 9:35,1050000301,1,3,804.867,0,0,1,1,1,1,0,1
22698,2020-12-01 9:40,1150010102,1,1,556.4535,1,1,1,1,1,1,1,1
22698,2020-12-01 9:40,1150010102,1,1,556.4535,1,1,1,1,1,1,1,1
22700,2020-12-01 9:55,1130003503,1,5,89.6266,0,0,0,0,0,0,0,1
22700,2020-12-01 9:55,1130003503,1,5,89.6266,0,0,0,0,0,0,0,1
22700,2020-12-01 9:55,1130003503,1,5,89.6266,0,0,0,0,0,0,0,1
22700,2020-12-01 9:55,1130003503,1,5,89.6266,0,0,0,0,0,0,0,1
22704,2020-12-01 10:00,1140282101,0,3,5997.608233,1,1,1,1,1,1,1,1
22704,2020-12-01 10:00,1140282101,0,3,5997.608233,1,1,1,1,1,1,1,1
22704,2020-12-01 10:00,1140282101,0,3,5997.608233,1,1,1,1,1,1,1,1
22704,2020-12-01 10:00,1140282101,0,3,5997.608233,1,1,1,1,1,1,1,1
22710,2020-12-01 10:20,1210054100,2,0,87.9287,0,0,0,0,0,0,0,1
22710,2020-12-01 10:20,1210054100,2,0,87.9287,0,0,0,0,0,0,0,1
22712,2020-12-01 10:25,1040014901,0,1,599.6156,1,0,1,0,1,0,1,1
22712,2020-12-01 10:25,1040014901,0,1,599.6156,1,0,1,0,1,0,1,1
22714,2020-12-01 10:30,1050013000,1,1,602.7228,0,0,1,1,0,0,1,1
22714,2020-12-01 10:30,1050013000,1,1,602.7228,0,0,1,1,0,0,1,1
22718,2020-12-01 10:55,1100000603,1,3,386.3262,0,0,1,1,0,1,0,1
22718,2020-12-01 10:55,1100000603,1,3,386.3262,0,0,1,1,0,1,0,1
22720,2020-12-01 11:00,1210004100,3,3,1822.4928,0,0,1,1,1,1,1,1
22720,2020-12-01 11:00,1210004100,3,3,1822.4928,0,0,1,1,1,1,1,1
22722,2020-12-01 11:10,1050007902,1,1,100.76,0,0,0,0,0,0,0,1
22722,2020-12-01 11:10,1050007902,1,1,100.76,0,0,0,0,0,0,0,1
22724,2020-12-01 11:15,1100003200,1,1,280.83,0,0,1,0,1,0,1,1
22724,2020-12-01 11:15,1100003200,1,1,280.83,0,0,1,0,1,0,1,1
22724,2020-12-01 11:15,1100003200,1,1,280.83,0,0,1,0,1,0,1,1
22724,2020-12-01 11:15,1100003200,1,1,280.83,0,0,1,0,1,0,1,1
22728,2020-12-01 11:25,1210007202,0,1,538.1671,0,0,1,0,0,0,1,1
22728,2020-12-01 11:25,1210007202,0,1,538.1671,0,0,1,0,0,0,1,1
22730,2020-12-01 11:35,1080003302,2,0,1007.1286,0,0,1,1,1,0,1,1
22730,2020-12-01 11:35,1080003302,2,0,1007.1286,0,0,1,1,1,0,1,1
22732,2020-12-01 12:55,1080030600,2,0,442.6327,0,1,1,1,1,0,1,1
22732,2020-12-01 12:55,1080030600,2,0,442.6327,0,1,1,1,1,0,1,1
22732,2020-12-01 12:55,1080030600,2,0,442.6327,0,1,1,1,1,0,1,1
22732,2020-12-01 12:55,1080030600,2,0,442.6327,0,1,1,1,1,0,1,1
22736,2020-12-01 13:40,1220097500,2,0,618.0281,1,0,1,1,1,0,1,1
22736,2020-12-01 13:40,1220097500,2,0,618.0281,1,0,1,1,1,0,1,1
22738,2020-12-01 13:45,1220027202,1,1,237.0477,0,0,1,0,1,0,1,1
22738,2020-12-01 13:45,1220027202,1,1,237.0477,0,0,1,0,1,0,1,1
22740,2020-12-01 13:55,1180115800,2,0,294.2701,1,0,0,0,0,0,0,1
22740,2020-12-01 13:55,1180115800,2,0,294.2701,1,0,0,0,0,0,0,1
22744,2020-12-01 14:20,1220107200,2,2,335.3793,1,0,0,0,1,0,0,1
22744,2020-12-01 14:20,1220107200,2,2,335.3793,1,0,0,0,1,0,0,1
22746,2020-12-01 16:00,1000013900,0,0,282.3376,0,0,1,0,1,0,1,1
22746,2020-12-01 16:00,1000013900,0,0,282.3376,0,0,1,0,1,0,1,1
22750,2020-12-01 18:00,1030012001,2,2,2636.2965,0,0,1,0,1,1,1,1
22750,2020-12-01 18:00,1030012001,2,2,2636.2965,0,0,1,0,1,1,1,1
22750,2020-12-01 18:00,1030012001,2,2,2636.2965,0,0,1,0,1,1,1,1
