,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
8298,2020-06-11 10:05,1070027400,2,0,1637.2056,1,0,1,1,1,1,1,1
8298,2020-06-11 10:05,1070027400,2,0,1637.2056,1,0,1,1,1,1,1,1
8298,2020-06-11 10:05,1070027400,2,0,1637.2056,1,0,1,1,1,1,1,1
8298,2020-06-11 10:05,1070027400,2,0,1637.2056,1,0,1,1,1,1,1,1
8298,2020-06-11 10:05,1070027400,2,0,1637.2056,1,0,1,1,1,1,1,1
8304,2020-06-11 10:10,1070000500,1,4,766.7708,1,0,1,1,0,0,0,1
8304,2020-06-11 10:10,1070000500,1,4,766.7708,1,0,1,1,0,0,0,1
8306,2020-06-11 10:30,1000002501,1,1,211.3775,0,0,0,0,1,0,0,1
8306,2020-06-11 10:30,1000002501,1,1,211.3775,0,0,0,0,1,0,0,1
8308,2020-06-11 11:15,1220005100,1,3,382.6572,0,0,0,0,0,0,0,1
8308,2020-06-11 11:15,1220005100,1,3,382.6572,0,0,0,0,0,0,0,1
8312,2020-06-11 11:30,1240045100,3,3,303.3015,0,0,0,0,1,0,0,1
8312,2020-06-11 11:30,1240045100,3,3,303.3015,0,0,0,0,1,0,0,1
8314,2020-06-11 11:40,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
8314,2020-06-11 11:40,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
8316,2020-06-11 11:45,1030000500,4,3,431.8115,0,0,0,0,0,0,0,1
8316,2020-06-11 11:45,1030000500,4,3,431.8115,0,0,0,0,0,0,0,1
8320,2020-06-11 13:30,1160003102,0,3,787.8486,0,0,1,1,1,0,1,1
8320,2020-06-11 13:30,1160003102,0,3,787.8486,0,0,1,1,1,0,1,1
8324,2020-06-11 13:50,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8324,2020-06-11 13:50,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8326,2020-06-11 14:05,1120034200,2,5,520.0249,0,0,1,1,1,0,1,1
8326,2020-06-11 14:05,1120034200,2,5,520.0249,0,0,1,1,1,0,1,1
8326,2020-06-11 14:05,1120034200,2,5,520.0249,0,0,1,1,1,0,1,1
8326,2020-06-11 14:05,1120034200,2,5,520.0249,0,0,1,1,1,0,1,1
8330,2020-06-11 14:10,1230033301,3,1,409.737,0,0,1,0,0,1,0,1
8330,2020-06-11 14:10,1230033301,3,1,409.737,0,0,1,0,0,1,0,1
8334,2020-06-11 14:25,1070005201,0,1,77.4047,0,0,0,0,0,0,0,1
8334,2020-06-11 14:25,1070005201,0,1,77.4047,0,0,0,0,0,0,0,1
8336,2020-06-11 14:50,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
8336,2020-06-11 14:50,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
8336,2020-06-11 14:50,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
8336,2020-06-11 14:50,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
8340,2020-06-11 15:15,1130062900,2,0,122.2335,0,0,0,0,1,0,0,1
8340,2020-06-11 15:15,1130062900,2,0,122.2335,0,0,0,0,1,0,0,1
8342,2020-06-11 15:30,1230058000,2,0,314.9,1,0,1,0,1,0,1,1
8342,2020-06-11 15:30,1230058000,2,0,314.9,1,0,1,0,1,0,1,1
8344,2020-06-11 15:50,1220010600,3,1,367.7617,1,0,1,0,0,0,0,1
8344,2020-06-11 15:50,1220010600,3,1,367.7617,1,0,1,0,0,0,0,1
8352,2020-06-11 17:55,1010001502,3,1,444.2298,1,1,1,0,1,0,1,1
8352,2020-06-11 17:55,1010001502,3,1,444.2298,1,1,1,0,1,0,1,1
8352,2020-06-11 17:55,1010001502,3,1,444.2298,1,1,1,0,1,0,1,1
8352,2020-06-11 17:55,1010001502,3,1,444.2298,1,1,1,0,1,0,1,1
8356,2020-06-11 18:10,1160003102,0,3,787.8486,0,0,1,1,1,0,1,1
8356,2020-06-11 18:10,1160003102,0,3,787.8486,0,0,1,1,1,0,1,1
8358,2020-06-11 19:05,1040005503,1,3,754.3927,1,0,1,1,0,0,1,1
8358,2020-06-11 19:05,1040005503,1,3,754.3927,1,0,1,1,0,0,1,1
8360,2020-06-11 20:40,1030012500,3,1,236.0866,0,0,0,0,0,0,0,1
8360,2020-06-11 20:40,1030012500,3,1,236.0866,0,0,0,0,0,0,0,1
8362,2020-06-11 20:50,1050017002,1,0,236.7481,0,0,1,0,1,0,1,1
8362,2020-06-11 20:50,1050017002,1,0,236.7481,0,0,1,0,1,0,1,1
8366,2020-06-12 8:45,1180104300,2,5,238.1624,0,0,0,0,0,0,0,1
8366,2020-06-12 8:45,1180104300,2,5,238.1624,0,0,0,0,0,0,0,1
8368,2020-06-12 9:00,1030020401,2,0,315.4384,0,0,1,0,1,0,1,1
8368,2020-06-12 9:00,1030020401,2,0,315.4384,0,0,1,0,1,0,1,1
8372,2020-06-12 9:40,1070002501,0,1,611.6311,1,0,1,1,1,0,1,1
8372,2020-06-12 9:40,1070002501,0,1,611.6311,1,0,1,1,1,0,1,1
8374,2020-06-12 9:55,1130001201,3,1,95.5755,0,0,1,0,1,0,1,1
8376,2020-06-12 10:30,1210004500,3,3,1105.0474,0,0,0,0,1,0,0,1
8376,2020-06-12 10:30,1210004500,3,3,1105.0474,0,0,0,0,1,0,0,1
8378,2020-06-12 10:40,1210004901,3,3,309.6771,0,0,0,0,1,0,0,1
8378,2020-06-12 10:40,1210004901,3,3,309.6771,0,0,0,0,1,0,0,1
8380,2020-06-12 10:50,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8380,2020-06-12 10:50,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8380,2020-06-12 10:50,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8383,2020-06-12 10:55,1120010703,2,0,359.8774,1,1,1,1,1,1,1,1
8383,2020-06-12 10:55,1120010703,2,0,359.8774,1,1,1,1,1,1,1,1
8385,2020-06-12 11:05,1180040502,0,1,265.6432,1,1,1,1,1,0,1,1
8385,2020-06-12 11:05,1180040502,0,1,265.6432,1,1,1,1,1,0,1,1
8387,2020-06-12 11:20,1040001201,3,3,987.0182,0,0,1,1,1,1,1,1
8387,2020-06-12 11:20,1040001201,3,3,987.0182,0,0,1,1,1,1,1,1
8389,2020-06-12 11:40,1120010604,1,1,1142.3341,1,0,1,1,0,1,1,1
8389,2020-06-12 11:40,1120010604,1,1,1142.3341,1,0,1,1,0,1,1,1
8391,2020-06-12 11:55,1240039400,0,1,518.0637,0,0,1,1,1,0,1,1
8391,2020-06-12 11:55,1240039400,0,1,518.0637,0,0,1,1,1,0,1,1
8391,2020-06-12 11:55,1240039400,0,1,518.0637,0,0,1,1,1,0,1,1
8391,2020-06-12 11:55,1240039400,0,1,518.0637,0,0,1,1,1,0,1,1
8395,2020-06-12 12:15,1050000304,1,3,366.5073,0,0,0,1,0,0,1,1
8395,2020-06-12 12:15,1050000304,1,3,366.5073,0,0,0,1,0,0,1,1
8397,2020-06-12 13:00,1210021103,1,1,588.6939,0,0,1,0,1,0,1,1
8397,2020-06-12 13:00,1210021103,1,1,588.6939,0,0,1,0,1,0,1,1
8399,2020-06-12 13:10,1020000601,3,3,1061.2815,0,0,1,1,1,0,1,1
8399,2020-06-12 13:10,1020000601,3,3,1061.2815,0,0,1,1,1,0,1,1
8401,2020-06-12 13:40,1240005903,4,1,223.5369,0,0,1,0,1,0,1,1
8401,2020-06-12 13:40,1240005903,4,1,223.5369,0,0,1,0,1,0,1,1
8403,2020-06-12 14:00,1180071100,2,2,155.938,1,0,1,0,1,0,1,1
8403,2020-06-12 14:00,1180071100,2,2,155.938,1,0,1,0,1,0,1,1
8407,2020-06-12 14:15,1180012812,0,1,170.0863,0,0,0,0,0,0,1,1
8407,2020-06-12 14:15,1180012812,0,1,170.0863,0,0,0,0,0,0,1,1
8409,2020-06-12 14:25,1080009301,1,1,110.3181,0,0,1,0,1,0,1,1
8409,2020-06-12 14:25,1080009301,1,1,110.3181,0,0,1,0,1,0,1,1
8411,2020-06-12 14:35,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8411,2020-06-12 14:35,1190000101,3,3,2893.6718,0,0,1,1,1,1,1,1
8415,2020-06-12 15:00,1050003601,1,3,1193.4759,0,0,0,1,0,0,1,1
8415,2020-06-12 15:00,1050003601,1,3,1193.4759,0,0,0,1,0,0,1,1
8415,2020-06-12 15:00,1050003601,1,3,1193.4759,0,0,0,1,0,0,1,1
8415,2020-06-12 15:00,1050003601,1,3,1193.4759,0,0,0,1,0,0,1,1
8419,2020-06-12 15:25,1160008103,1,1,285.1352,0,0,0,0,0,0,0,1
8419,2020-06-12 15:25,1160008103,1,1,285.1352,0,0,0,0,0,0,0,1
8419,2020-06-12 15:25,1160008103,1,1,285.1352,0,0,0,0,0,0,0,1
8419,2020-06-12 15:25,1160008103,1,1,285.1352,0,0,0,0,0,0,0,1
8423,2020-06-12 16:35,1000006200,1,1,168.6703,0,0,0,0,0,0,1,1
8423,2020-06-12 16:35,1000006200,1,1,168.6703,0,0,0,0,0,0,1,1
8423,2020-06-12 16:35,1000006200,1,1,168.6703,0,0,0,0,0,0,1,1
8423,2020-06-12 16:35,1000006200,1,1,168.6703,0,0,0,0,0,0,1,1
8427,2020-06-12 17:10,1020003701,1,1,955.6547,0,0,1,1,1,1,1,1
8427,2020-06-12 17:10,1020003701,1,1,955.6547,0,0,1,1,1,1,1,1
8429,2020-06-12 17:30,1070000200,0,4,1508.9839,1,0,1,1,1,1,1,1
8429,2020-06-12 17:30,1070000200,0,4,1508.9839,1,0,1,1,1,1,1,1
8433,2020-06-12 19:30,1070055600,1,4,576.9241,0,0,0,0,0,0,0,1
8433,2020-06-12 19:30,1070055600,1,4,576.9241,0,0,0,0,0,0,0,1
8435,2020-06-12 19:35,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
8435,2020-06-12 19:35,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
8439,2020-06-12 20:25,1110013901,0,1,521.3873,1,0,1,0,1,0,1,1
8439,2020-06-12 20:25,1110013901,0,1,521.3873,1,0,1,0,1,0,1,1
8441,2020-06-12 21:10,1130031900,2,0,202.3454,0,0,1,0,0,0,1,1
8441,2020-06-12 21:10,1130031900,2,0,202.3454,0,0,1,0,0,0,1,1
8443,2020-06-12 21:15,1040003901,1,1,196.4607,0,0,0,0,0,0,0,1
8443,2020-06-12 21:15,1040003901,1,1,196.4607,0,0,0,0,0,0,0,1
8447,2020-06-12 21:55,1210030701,4,1,429.8115,0,0,0,0,1,0,0,1
8447,2020-06-12 21:55,1210030701,4,1,429.8115,0,0,0,0,1,0,0,1
8449,2020-06-13 8:05,1220025103,3,1,596.7188,0,0,1,0,1,0,1,1
8449,2020-06-13 8:05,1220025103,3,1,596.7188,0,0,1,0,1,0,1,1
8451,2020-06-13 9:15,1220105600,2,0,259.3619,0,0,1,0,0,0,0,1
8451,2020-06-13 9:15,1220105600,2,0,259.3619,0,0,1,0,0,0,0,1
8453,2020-06-13 9:40,1180133101,4,3,696.4461636,0,0,1,0,1,0,1,1
8453,2020-06-13 9:40,1180133101,4,3,696.4461636,0,0,1,0,1,0,1,1
8457,2020-06-13 9:50,1220107100,2,2,420.8482,0,0,0,0,0,0,0,1
8457,2020-06-13 9:50,1220107100,2,2,420.8482,0,0,0,0,0,0,0,1
8459,2020-06-13 10:00,1190003201,0,1,46.8862,0,0,1,0,0,0,1,1
8459,2020-06-13 10:00,1190003201,0,1,46.8862,0,0,1,0,0,0,1,1
8461,2020-06-13 10:15,1230087500,2,2,355.7852,0,0,0,0,0,0,0,1
8461,2020-06-13 10:15,1230087500,2,2,355.7852,0,0,0,0,0,0,0,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8463,2020-06-13 10:20,1040000201,3,3,1827.6531,1,0,1,1,1,1,1,1
8469,2020-06-13 10:30,1030004204,0,2,183.9947,0,0,1,1,1,1,1,1
8469,2020-06-13 10:30,1030004204,0,2,183.9947,0,0,1,1,1,1,1,1
8471,2020-06-13 10:35,1130042200,0,1,406.635,0,0,0,0,1,0,0,1
8471,2020-06-13 10:35,1130042200,0,1,406.635,0,0,0,0,1,0,0,1
8473,2020-06-13 10:45,1160002503,0,3,441.2686,0,0,0,0,0,0,0,1
8473,2020-06-13 10:45,1160002503,0,3,441.2686,0,0,0,0,0,0,0,1
8475,2020-06-13 10:50,1160036400,0,1,417.82,0,0,1,0,0,0,1,1
8475,2020-06-13 10:50,1160036400,0,1,417.82,0,0,1,0,0,0,1,1
8477,2020-06-13 11:20,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
8477,2020-06-13 11:20,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
8479,2020-06-13 11:35,1210005401,3,3,572.7176,0,0,0,0,1,0,0,1
8479,2020-06-13 11:35,1210005401,3,3,572.7176,0,0,0,0,1,0,0,1
8481,2020-06-13 11:40,1210004500,3,3,1105.0474,0,0,0,0,1,0,0,1
8481,2020-06-13 11:40,1210004500,3,3,1105.0474,0,0,0,0,1,0,0,1
8483,2020-06-13 11:45,1210022702,0,1,277.7713,0,0,0,0,0,0,0,1
8483,2020-06-13 11:45,1210022702,0,1,277.7713,0,0,0,0,0,0,0,1
8485,2020-06-13 11:55,1130036400,3,3,801.7404,0,0,0,1,0,0,0,1
8485,2020-06-13 11:55,1130036400,3,3,801.7404,0,0,0,1,0,0,0,1
8487,2020-06-13 12:00,1210027502,2,0,606.8362,0,0,1,0,0,1,1,1
8487,2020-06-13 12:00,1210027502,2,0,606.8362,0,0,1,0,0,1,1,1
8489,2020-06-13 12:30,1010029700,2,0,141.3203,1,0,0,0,1,0,0,1
8489,2020-06-13 12:30,1010029700,2,0,141.3203,1,0,0,0,1,0,0,1
8491,2020-06-13 12:50,1100040300,2,2,300.5382,0,0,0,1,0,0,0,1
8491,2020-06-13 12:50,1100040300,2,2,300.5382,0,0,0,1,0,0,0,1
8495,2020-06-13 13:05,1160013403,1,1,350.0121,0,0,1,1,0,0,1,1
8495,2020-06-13 13:05,1160013403,1,1,350.0121,0,0,1,1,0,0,1,1
8497,2020-06-13 13:20,1220001803,1,3,1227.73,0,0,1,1,1,0,1,1
8497,2020-06-13 13:20,1220001803,1,3,1227.73,0,0,1,1,1,0,1,1
8501,2020-06-13 13:50,1210005305,3,3,223.0263,0,0,0,0,0,0,0,1
8501,2020-06-13 13:50,1210005305,3,3,223.0263,0,0,0,0,0,0,0,1
8503,2020-06-13 13:55,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
8503,2020-06-13 13:55,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
8505,2020-06-13 14:00,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8505,2020-06-13 14:00,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8505,2020-06-13 14:00,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8505,2020-06-13 14:00,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8511,2020-06-13 14:05,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8511,2020-06-13 14:05,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8515,2020-06-13 14:25,1230033700,2,2,618.2567,0,0,0,1,0,1,0,1
8515,2020-06-13 14:25,1230033700,2,2,618.2567,0,0,0,1,0,1,0,1
8517,2020-06-13 14:30,1040007500,2,1,848.7485,1,0,1,1,1,1,1,1
8517,2020-06-13 14:30,1040007500,2,1,848.7485,1,0,1,1,1,1,1,1
8519,2020-06-13 14:40,1180101900,3,3,713.1028,0,0,1,1,1,1,1,1
8519,2020-06-13 14:40,1180101900,3,3,713.1028,0,0,1,1,1,1,1,1
8525,2020-06-13 15:40,1210006934,3,1,529.058,0,0,0,0,0,0,1,1
8525,2020-06-13 15:40,1210006934,3,1,529.058,0,0,0,0,0,0,1,1
8531,2020-06-13 15:55,1210005304,3,3,383.9087,0,0,1,0,1,0,1,1
8531,2020-06-13 15:55,1210005304,3,3,383.9087,0,0,1,0,1,0,1,1
8533,2020-06-13 16:05,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8533,2020-06-13 16:05,1070000400,1,4,2412.8263,1,1,1,1,1,1,1,1
8535,2020-06-13 16:25,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
8535,2020-06-13 16:25,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
8537,2020-06-13 16:30,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8537,2020-06-13 16:30,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8541,2020-06-13 16:45,1180108700,3,1,123.0625,0,0,0,0,0,0,0,1
8541,2020-06-13 16:45,1180108700,3,1,123.0625,0,0,0,0,0,0,0,1
8543,2020-06-13 16:50,1220001704,1,3,838.522,0,0,0,0,0,0,0,1
8543,2020-06-13 16:50,1220001704,1,3,838.522,0,0,0,0,0,0,0,1
8543,2020-06-13 16:50,1220001704,1,3,838.522,0,0,0,0,0,0,0,1
8543,2020-06-13 16:50,1220001704,1,3,838.522,0,0,0,0,0,0,0,1
8547,2020-06-13 17:00,1000002100,1,1,611.8092,1,0,1,0,1,0,1,1
8547,2020-06-13 17:00,1000002100,1,1,611.8092,1,0,1,0,1,0,1,1
8549,2020-06-13 17:15,1150004600,3,3,2245.0324,0,0,1,1,1,0,1,1
8549,2020-06-13 17:15,1150004600,3,3,2245.0324,0,0,1,1,1,0,1,1
8551,2020-06-13 18:30,1210026705,1,1,176.5596,0,0,0,0,0,0,0,1
8551,2020-06-13 18:30,1210026705,1,1,176.5596,0,0,0,0,0,0,0,1
8557,2020-06-13 21:05,1040023200,2,2,230.8079,0,0,0,0,0,0,0,1
8557,2020-06-13 21:05,1040023200,2,2,230.8079,0,0,0,0,0,0,0,1
8559,2020-06-13 21:30,1150002303,3,3,900.1039,0,0,1,1,1,0,1,1
8559,2020-06-13 21:30,1150002303,3,3,900.1039,0,0,1,1,1,0,1,1
8561,2020-06-14 3:50,1180105400,2,5,66.4378,0,0,1,0,0,0,0,1
8561,2020-06-14 3:50,1180105400,2,5,66.4378,0,0,1,0,0,0,0,1
8563,2020-06-14 7:05,1060027000,1,3,1211.5916,0,0,1,1,1,0,1,1
8563,2020-06-14 7:05,1060027000,1,3,1211.5916,0,0,1,1,1,0,1,1
8567,2020-06-14 8:15,1150011102,1,1,784.3617,1,0,1,1,1,1,1,1
8567,2020-06-14 8:15,1150011102,1,1,784.3617,1,0,1,1,1,1,1,1
8569,2020-06-14 8:35,1150011102,1,1,784.3617,1,0,1,1,1,1,1,1
8569,2020-06-14 8:35,1150011102,1,1,784.3617,1,0,1,1,1,1,1,1
8575,2020-06-14 12:35,1030001902,3,3,1118.7726,0,0,1,1,1,1,1,1
8575,2020-06-14 12:35,1030001902,3,3,1118.7726,0,0,1,1,1,1,1,1
8577,2020-06-14 12:50,1020001301,3,3,610.6283,0,0,0,0,0,0,1,1
8577,2020-06-14 12:50,1020001301,3,3,610.6283,0,0,0,0,0,0,1,1
8579,2020-06-14 12:55,1070018802,2,2,64.008,1,0,0,0,0,0,0,1
8579,2020-06-14 12:55,1070018802,2,2,64.008,1,0,0,0,0,0,0,1
8581,2020-06-14 13:05,1230030701,3,1,313.0897,0,0,1,0,1,0,1,1
8581,2020-06-14 13:05,1230030701,3,1,313.0897,0,0,1,0,1,0,1,1
8585,2020-06-14 13:15,1150002401,3,3,543.0834,0,0,1,1,0,0,1,1
8585,2020-06-14 13:15,1150002401,3,3,543.0834,0,0,1,1,0,0,1,1
8591,2020-06-14 14:10,1170025900,0,0,208.6426,1,0,1,1,1,0,1,1
8591,2020-06-14 14:10,1170025900,0,0,208.6426,1,0,1,1,1,0,1,1
8593,2020-06-14 14:35,1020003800,1,1,1265.0142,1,0,1,1,1,1,1,1
8593,2020-06-14 14:35,1020003800,1,1,1265.0142,1,0,1,1,1,1,1,1
8595,2020-06-14 14:40,1130015802,0,2,156.5108,0,0,1,0,0,0,0,1
8595,2020-06-14 14:40,1130015802,0,2,156.5108,0,0,1,0,0,0,0,1
8597,2020-06-14 15:10,1030001901,3,3,248.5224,0,0,0,0,0,0,0,1
8597,2020-06-14 15:10,1030001901,3,3,248.5224,0,0,0,0,0,0,0,1
8599,2020-06-14 15:30,1020000401,3,3,359.094,0,0,0,0,0,0,0,1
8599,2020-06-14 15:30,1020000401,3,3,359.094,0,0,0,0,0,0,0,1
8601,2020-06-14 15:45,1210004200,3,3,1740.1507,0,0,1,1,1,1,1,1
8601,2020-06-14 15:45,1210004200,3,3,1740.1507,0,0,1,1,1,1,1,1
8603,2020-06-14 16:00,1020000501,3,3,710.2344,1,0,1,1,1,0,1,1
8603,2020-06-14 16:00,1020000501,3,3,710.2344,1,0,1,1,1,0,1,1
8605,2020-06-14 16:10,1230057500,0,1,409.086,0,0,1,1,1,0,0,1
8605,2020-06-14 16:10,1230057500,0,1,409.086,0,0,1,1,1,0,0,1
8607,2020-06-14 17:00,1210026703,1,1,156.1263,0,0,0,0,0,0,0,1
8607,2020-06-14 17:00,1210026703,1,1,156.1263,0,0,0,0,0,0,0,1
8609,2020-06-14 17:20,1210059700,0,1,510.9114,0,0,1,1,1,0,1,1
8609,2020-06-14 17:20,1210059700,0,1,510.9114,0,0,1,1,1,0,1,1
8611,2020-06-14 18:05,1210004600,3,3,989.9802,0,0,0,0,1,0,0,1
8611,2020-06-14 18:05,1210004600,3,3,989.9802,0,0,0,0,1,0,0,1
8613,2020-06-14 18:20,1110001401,1,1,174.9577,0,0,1,0,0,0,1,1
8613,2020-06-14 18:20,1110001401,1,1,174.9577,0,0,1,0,0,0,1,1
8617,2020-06-14 20:40,1100002503,0,3,413.1342,0,0,1,0,0,0,0,1
8617,2020-06-14 20:40,1100002503,0,3,413.1342,0,0,1,0,0,0,0,1
8619,2020-06-15 7:35,1230001601,1,3,1540.5202,0,0,1,1,1,0,1,1
8619,2020-06-15 7:35,1230001601,1,3,1540.5202,0,0,1,1,1,0,1,1
8621,2020-06-15 7:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
8621,2020-06-15 7:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
8621,2020-06-15 7:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
8621,2020-06-15 7:40,1040012100,1,1,873.4633,1,0,1,1,1,1,1,1
8625,2020-06-15 7:55,1130006501,1,3,881.4027,0,0,1,1,0,1,1,1
8626,2020-06-15 8:00,1010004002,2,1,94.9237,0,0,0,0,1,0,1,1
8626,2020-06-15 8:00,1010004002,2,1,94.9237,0,0,0,0,1,0,1,1
8628,2020-06-15 8:15,1220001400,2,2,919.6702,0,0,0,1,0,1,0,1
8628,2020-06-15 8:15,1220001400,2,2,919.6702,0,0,0,1,0,1,0,1
8630,2020-06-15 8:25,1210005001,3,3,543.487,0,0,1,1,1,0,0,1
8630,2020-06-15 8:25,1210005001,3,3,543.487,0,0,1,1,1,0,0,1
8632,2020-06-15 8:50,1220056900,0,0,279.404,0,0,0,0,0,0,0,1
8632,2020-06-15 8:50,1220056900,0,0,279.404,0,0,0,0,0,0,0,1
8632,2020-06-15 8:50,1220056900,0,0,279.404,0,0,0,0,0,0,0,1
8632,2020-06-15 8:50,1220056900,0,0,279.404,0,0,0,0,0,0,0,1
8640,2020-06-15 9:05,1070026400,0,5,167.0776,0,0,1,0,0,0,0,1
8640,2020-06-15 9:05,1070026400,0,5,167.0776,0,0,1,0,0,0,0,1
8644,2020-06-15 9:30,1050013702,0,0,117.8953,0,1,1,0,0,0,1,1
8644,2020-06-15 9:30,1050013702,0,0,117.8953,0,1,1,0,0,0,1,1
8646,2020-06-15 9:45,1220002901,1,3,2278.3193,1,0,1,1,1,1,1,1
8646,2020-06-15 9:45,1220002901,1,3,2278.3193,1,0,1,1,1,1,1,1
8646,2020-06-15 9:45,1220002901,1,3,2278.3193,1,0,1,1,1,1,1,1
8649,2020-06-15 9:50,1010014101,1,1,74.2724,0,0,1,0,0,0,1,1
8650,2020-06-15 9:55,1040001501,3,3,580.1701,0,0,1,0,0,1,0,1
8651,2020-06-15 10:10,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8651,2020-06-15 10:10,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8651,2020-06-15 10:10,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8651,2020-06-15 10:10,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
8655,2020-06-15 10:20,1120008603,1,1,355.6272,0,0,1,0,0,0,0,1
8655,2020-06-15 10:20,1120008603,1,1,355.6272,0,0,1,0,0,0,0,1
8657,2020-06-15 10:30,1130093401,2,2,711.1309915,0,0,0,0,0,0,0,1
8659,2020-06-15 10:40,1030016100,2,2,596.2102,0,1,1,0,1,0,0,1
8660,2020-06-15 10:45,1210030901,4,1,193.8677,0,0,1,0,0,0,0,1
8661,2020-06-15 11:00,1130066800,0,2,427.6983,0,0,0,0,0,0,0,1
8662,2020-06-15 11:40,1130062900,2,0,122.2335,0,0,0,0,1,0,0,1
8662,2020-06-15 11:40,1130062900,2,0,122.2335,0,0,0,0,1,0,0,1
8664,2020-06-15 11:55,1210072300,1,3,494.6906,0,0,0,0,0,0,0,1
8664,2020-06-15 11:55,1210072300,1,3,494.6906,0,0,0,0,0,0,0,1
8666,2020-06-15 12:35,1130050600,2,0,583.1001,0,0,1,1,1,0,1,1
8666,2020-06-15 12:35,1130050600,2,0,583.1001,0,0,1,1,1,0,1,1
8668,2020-06-15 14:40,1070050300,2,0,279.4882,1,0,1,1,1,0,1,1
8668,2020-06-15 14:40,1070050300,2,0,279.4882,1,0,1,1,1,0,1,1
8670,2020-06-15 15:15,1220005701,3,3,703.298,0,0,1,0,0,0,1,1
8670,2020-06-15 15:15,1220005701,3,3,703.298,0,0,1,0,0,0,1,1
8672,2020-06-15 16:10,1180070100,2,2,281.9494,1,0,1,0,0,0,0,1
8672,2020-06-15 16:10,1180070100,2,2,281.9494,1,0,1,0,0,0,0,1
8674,2020-06-15 16:15,1150003100,3,3,1182.2838,1,0,1,1,1,1,1,1
8674,2020-06-15 16:15,1150003100,3,3,1182.2838,1,0,1,1,1,1,1,1
8678,2020-06-15 16:25,1200010501,3,1,553.6834,0,0,1,1,1,0,1,1
8678,2020-06-15 16:25,1200010501,3,1,553.6834,0,0,1,1,1,0,1,1
8680,2020-06-15 17:00,1160002805,1,1,144.0223,0,0,0,0,1,0,0,1
8680,2020-06-15 17:00,1160002805,1,1,144.0223,0,0,0,0,1,0,0,1
8682,2020-06-15 17:25,1130031100,2,2,228.2871,0,0,0,0,0,0,0,1
8682,2020-06-15 17:25,1130031100,2,2,228.2871,0,0,0,0,0,0,0,1
8686,2020-06-15 19:50,1020001403,3,3,710.8335,0,0,1,0,1,0,1,1
8686,2020-06-15 19:50,1020001403,3,3,710.8335,0,0,1,0,1,0,1,1
8688,2020-06-16 2:40,1010005402,1,1,243.5037,0,0,1,0,0,0,1,1
8688,2020-06-16 2:40,1010005402,1,1,243.5037,0,0,1,0,0,0,1,1
8690,2020-06-16 6:25,1030028200,0,5,55.6951,0,0,0,0,0,0,0,1
8690,2020-06-16 6:25,1030028200,0,5,55.6951,0,0,0,0,0,0,0,1
8692,2020-06-16 7:10,1140060800,2,2,197.3422,0,0,0,0,0,0,0,1
