,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
20595,2020-11-11 11:35,1160060400,0,2,267.538,0,0,1,0,0,0,1,0
20597,2020-11-11 11:45,1230005901,0,2,319.5438,0,0,0,0,0,0,0,0
20597,2020-11-11 11:45,1230005901,0,2,319.5438,0,0,0,0,0,0,0,0
20597,2020-11-11 11:45,1230005901,0,2,319.5438,0,0,0,0,0,0,0,0
20601,2020-11-11 11:55,1110085200,0,4,127.3843,0,0,1,0,1,0,1,0
20601,2020-11-11 11:55,1110085200,0,4,127.3843,0,0,1,0,1,0,1,0
20603,2020-11-11 12:05,1200009703,1,1,300.5789,1,0,1,1,0,0,1,0
20603,2020-11-11 12:05,1200009703,1,1,300.5789,1,0,1,1,0,0,1,0
20605,2020-11-11 12:10,1180036603,3,1,92.0831,0,0,0,0,0,0,0,0
20605,2020-11-11 12:10,1180036603,3,1,92.0831,0,0,0,0,0,0,0,0
20607,2020-11-11 13:00,1240001802,2,1,260.2459,0,0,1,0,0,0,0,0
20607,2020-11-11 13:00,1240001802,2,1,260.2459,0,0,1,0,0,0,0,0
20609,2020-11-11 13:30,1210169700,0,3,449.2351,0,1,0,1,0,0,0,0
20611,2020-11-11 14:00,1190004704,3,2,218.2761,0,0,1,1,1,0,0,0
20611,2020-11-11 14:00,1190004704,3,2,218.2761,0,0,1,1,1,0,0,0
20611,2020-11-11 14:00,1190004704,3,2,218.2761,0,0,1,1,1,0,0,0
20617,2020-11-11 15:00,1200042100,0,3,247.6045,1,0,1,0,0,0,1,0
20617,2020-11-11 15:00,1200042100,0,3,247.6045,1,0,1,0,0,0,1,0
20619,2020-11-11 15:10,1220088700,0,3,323.2528,1,0,1,0,1,0,1,0
20619,2020-11-11 15:10,1220088700,0,3,323.2528,1,0,1,0,1,0,1,0
20621,2020-11-11 15:15,1160064500,0,3,120.6933,0,0,0,0,1,0,1,0
20623,2020-11-11 15:45,1100033301,1,3,244.0658,0,0,0,0,0,0,0,0
20623,2020-11-11 15:45,1100033301,1,3,244.0658,0,0,0,0,0,0,0,0
20625,2020-11-11 15:50,1070037500,0,3,52.1682,1,1,0,0,1,0,0,0
20627,2020-11-11 15:55,1020037900,0,3,494.236,0,0,1,0,1,0,1,0
20627,2020-11-11 15:55,1020037900,0,3,494.236,0,0,1,0,1,0,1,0
20629,2020-11-11 16:00,1030013300,1,0,488.899,0,1,1,1,1,0,1,0
20629,2020-11-11 16:00,1030013300,1,0,488.899,0,1,1,1,1,0,1,0
20631,2020-11-11 16:05,1170009401,3,1,113.337,0,0,0,0,1,0,1,0
20631,2020-11-11 16:05,1170009401,3,1,113.337,0,0,0,0,1,0,1,0
20633,2020-11-11 16:25,1220035103,3,1,253.4651,0,1,1,0,1,0,1,0
20633,2020-11-11 16:25,1220035103,3,1,253.4651,0,1,1,0,1,0,1,0
20635,2020-11-11 17:20,1190027700,1,1,125.8263,0,0,0,0,0,0,0,0
20635,2020-11-11 17:20,1190027700,1,1,125.8263,0,0,0,0,0,0,0,0
20637,2020-11-11 18:10,1190031900,1,1,74.6862,0,0,1,0,0,0,0,0
20637,2020-11-11 18:10,1190031900,1,1,74.6862,0,0,1,0,0,0,0,0
20639,2020-11-11 18:30,1240019503,0,0,56.6652,0,0,0,0,0,0,0,0
20639,2020-11-11 18:30,1240019503,0,0,56.6652,0,0,0,0,0,0,0,0
20641,2020-11-11 18:35,1090027400,0,3,142.5026,0,0,0,0,0,0,0,0
20643,2020-11-11 18:40,1130014501,0,1,265.1781,0,0,1,0,1,0,1,0
20643,2020-11-11 18:40,1130014501,0,1,265.1781,0,0,1,0,1,0,1,0
20645,2020-11-11 18:45,1180029201,1,0,355.4379,0,0,0,0,1,0,1,0
20645,2020-11-11 18:45,1180029201,1,0,355.4379,0,0,0,0,1,0,1,0
20647,2020-11-11 18:50,1230061100,0,3,184.9973,1,0,0,0,0,0,0,0
20647,2020-11-11 18:50,1230061100,0,3,184.9973,1,0,0,0,0,0,0,0
20649,2020-11-11 19:10,1220007601,3,1,177.5173,0,0,0,0,0,0,0,0
20649,2020-11-11 19:10,1220007601,3,1,177.5173,0,0,0,0,0,0,0,0
20651,2020-11-11 19:20,1130003401,1,5,128.2483,0,0,0,0,0,0,0,0
20651,2020-11-11 19:20,1130003401,1,5,128.2483,0,0,0,0,0,0,0,0
20653,2020-11-11 19:30,1230012804,3,0,192.7443,0,0,1,1,1,0,1,0
20653,2020-11-11 19:30,1230012804,3,0,192.7443,0,0,1,1,1,0,1,0
20655,2020-11-11 20:15,1100025200,1,3,372.3759,0,0,1,0,1,0,0,0
20655,2020-11-11 20:15,1100025200,1,3,372.3759,0,0,1,0,1,0,0,0
20657,2020-11-11 20:20,1220346801,0,3,286.1620449,0,0,0,0,0,0,0,0
20659,2020-11-11 21:10,1040004402,2,1,661.7508,1,0,1,1,1,0,1,0
20661,2020-11-11 21:30,1220025701,3,2,107.4054,1,0,0,0,0,0,0,0
20661,2020-11-11 21:30,1220025701,3,2,107.4054,1,0,0,0,0,0,0,0
20663,2020-11-12 7:25,1190007404,1,1,450.4233,0,0,0,0,0,0,0,0
20663,2020-11-12 7:25,1190007404,1,1,450.4233,0,0,0,0,0,0,0,0
20665,2020-11-12 7:40,1200033300,0,1,28.6811,0,0,1,0,0,0,0,0
20665,2020-11-12 7:40,1200033300,0,1,28.6811,0,0,1,0,0,0,0,0
20667,2020-11-12 8:15,1130022001,3,1,132.8243,0,0,0,0,0,0,1,0
20667,2020-11-12 8:15,1130022001,3,1,132.8243,0,0,0,0,0,0,1,0
20669,2020-11-12 8:20,1000014901,0,3,142.592,0,1,1,0,0,0,0,0
20669,2020-11-12 8:20,1000014901,0,3,142.592,0,1,1,0,0,0,0,0
20671,2020-11-12 8:40,1020023200,3,1,960.7219,0,0,0,0,0,0,0,0
20671,2020-11-12 8:40,1020023200,3,1,960.7219,0,0,0,0,0,0,0,0
20673,2020-11-12 8:45,1020020702,0,1,312.8521,0,0,1,0,1,0,1,0
20675,2020-11-12 8:55,1220028202,3,1,118.2508,0,0,0,0,0,0,0,0
20675,2020-11-12 8:55,1220028202,3,1,118.2508,0,0,0,0,0,0,0,0
20677,2020-11-12 9:00,1060060100,0,3,108.9628,0,0,0,0,0,0,0,0
20677,2020-11-12 9:00,1060060100,0,3,108.9628,0,0,0,0,0,0,0,0
20679,2020-11-12 9:20,1130021301,0,2,93.521,0,0,1,0,1,0,0,0
20679,2020-11-12 9:20,1130021301,0,2,93.521,0,0,1,0,1,0,0,0
20679,2020-11-12 9:20,1130021301,0,2,93.521,0,0,1,0,1,0,0,0
20682,2020-11-12 9:25,1230006601,1,1,223.3483,1,0,1,1,0,0,1,0
20682,2020-11-12 9:25,1230006601,1,1,223.3483,1,0,1,1,0,0,1,0
20684,2020-11-12 10:05,1120022800,0,3,148.6336,0,0,0,0,1,0,1,0
20684,2020-11-12 10:05,1120022800,0,3,148.6336,0,0,0,0,1,0,1,0
20686,2020-11-12 10:25,1200019800,1,3,164.2418,0,0,0,0,0,0,0,0
20686,2020-11-12 10:25,1200019800,1,3,164.2418,0,0,0,0,0,0,0,0
20686,2020-11-12 10:25,1200019800,1,3,164.2418,0,0,0,0,0,0,0,0
20690,2020-11-12 10:30,1200004801,2,1,574.6973,0,0,1,0,1,0,1,0
20690,2020-11-12 10:30,1200004801,2,1,574.6973,0,0,1,0,1,0,1,0
20692,2020-11-12 10:35,1000044500,0,3,5105.3643,1,0,1,1,1,1,1,0
20692,2020-11-12 10:35,1000044500,0,3,5105.3643,1,0,1,1,1,1,1,0
20694,2020-11-12 10:55,1200022200,1,0,575.8374,1,0,1,0,1,1,1,0
20694,2020-11-12 10:55,1200022200,1,0,575.8374,1,0,1,0,1,1,1,0
20696,2020-11-12 11:10,1230011700,3,1,550.4308,1,1,1,1,1,0,1,0
20696,2020-11-12 11:10,1230011700,3,1,550.4308,1,1,1,1,1,0,1,0
20696,2020-11-12 11:10,1230011700,3,1,550.4308,1,1,1,1,1,0,1,0
20696,2020-11-12 11:10,1230011700,3,1,550.4308,1,1,1,1,1,0,1,0
20700,2020-11-12 11:15,1160002601,1,5,45.64,0,0,0,0,0,0,0,0
20700,2020-11-12 11:15,1160002601,1,5,45.64,0,0,0,0,0,0,0,0
20700,2020-11-12 11:15,1160002601,1,5,45.64,0,0,0,0,0,0,0,0
20700,2020-11-12 11:15,1160002601,1,5,45.64,0,0,0,0,0,0,0,0
20704,2020-11-12 11:20,1000046000,0,3,200.6867,0,0,1,0,0,0,1,0
20706,2020-11-12 11:45,1220076100,0,3,204.2406,1,0,1,0,1,0,1,0
20708,2020-11-12 12:45,1020026000,0,3,1629.9972,1,0,1,1,1,0,1,0
20710,2020-11-12 13:20,1000039300,0,3,568.3022,1,1,1,0,1,0,1,0
20710,2020-11-12 13:20,1000039300,0,3,568.3022,1,1,1,0,1,0,1,0
20712,2020-11-12 14:05,1040005903,0,0,540.9717,1,1,1,1,0,0,1,0
20712,2020-11-12 14:05,1040005903,0,0,540.9717,1,1,1,1,0,0,1,0
20714,2020-11-12 14:30,1030050700,1,1,407.9279,0,0,1,1,1,0,0,0
20714,2020-11-12 14:30,1030050700,1,1,407.9279,0,0,1,1,1,0,0,0
20716,2020-11-12 14:45,1040013203,0,1,34.6161,0,0,0,0,0,0,0,0
20716,2020-11-12 14:45,1040013203,0,1,34.6161,0,0,0,0,0,0,0,0
20718,2020-11-12 14:55,1150412200,0,3,154.0786,0,0,0,0,0,0,0,0
20718,2020-11-12 14:55,1150412200,0,3,154.0786,0,0,0,0,0,0,0,0
20720,2020-11-12 15:00,1130081000,0,3,66.665,0,0,1,0,0,0,1,0
20720,2020-11-12 15:00,1130081000,0,3,66.665,0,0,1,0,0,0,1,0
20722,2020-11-12 15:35,1220030102,3,1,148.4135,1,0,0,0,1,0,0,0
20724,2020-11-12 15:40,1210017402,1,3,178.1851,0,0,1,0,1,0,1,0
20724,2020-11-12 15:40,1210017402,1,3,178.1851,0,0,1,0,1,0,1,0
20726,2020-11-12 15:50,1130015902,1,1,217.0771,0,0,1,0,1,0,1,0
20726,2020-11-12 15:50,1130015902,1,1,217.0771,0,0,1,0,1,0,1,0
20728,2020-11-12 16:00,1200001305,1,1,161.9644,0,0,0,0,0,0,0,0
20728,2020-11-12 16:00,1200001305,1,1,161.9644,0,0,0,0,0,0,0,0
20728,2020-11-12 16:00,1200001305,1,1,161.9644,0,0,0,0,0,0,0,0
20728,2020-11-12 16:00,1200001305,1,1,161.9644,0,0,0,0,0,0,0,0
20732,2020-11-12 17:10,1040000303,3,1,274.2188,0,0,0,1,0,1,0,0
20732,2020-11-12 17:10,1040000303,3,1,274.2188,0,0,0,1,0,1,0,0
20734,2020-11-12 17:55,1030015402,3,1,50.8561,0,0,0,0,0,0,1,0
20734,2020-11-12 17:55,1030015402,3,1,50.8561,0,0,0,0,0,0,1,0
20736,2020-11-12 18:15,1130061000,0,3,217.2966,0,1,1,0,0,0,1,0
20738,2020-11-12 18:25,1200011801,1,1,230.6657,0,0,1,1,1,0,1,0
20738,2020-11-12 18:25,1200011801,1,1,230.6657,0,0,1,1,1,0,1,0
20740,2020-11-12 18:50,1190009900,1,3,452.0856,0,0,1,1,1,1,0,0
20740,2020-11-12 18:50,1190009900,1,3,452.0856,0,0,1,1,1,1,0,0
20742,2020-11-12 19:10,1160060500,0,2,273.4327,1,0,1,0,0,0,1,0
20742,2020-11-12 19:10,1160060500,0,2,273.4327,1,0,1,0,0,0,1,0
20746,2020-11-12 19:15,1090008402,1,3,92.9379,0,0,1,0,0,0,1,0
20748,2020-11-12 21:30,1160011702,3,1,60.7038,0,0,1,0,1,0,1,0
20748,2020-11-12 21:30,1160011702,3,1,60.7038,0,0,1,0,1,0,1,0
20750,2020-11-13 5:40,1240042302,2,5,369.6473,0,0,0,0,1,0,0,0
20750,2020-11-13 5:40,1240042302,2,5,369.6473,0,0,0,0,1,0,0,0
20752,2020-11-13 7:40,1210025804,2,1,35.2921,0,0,0,0,0,0,0,0
20752,2020-11-13 7:40,1210025804,2,1,35.2921,0,0,0,0,0,0,0,0
20754,2020-11-13 7:50,1160010203,1,1,142.5634,0,0,0,0,0,0,0,0
20754,2020-11-13 7:50,1160010203,1,1,142.5634,0,0,0,0,0,0,0,0
20756,2020-11-13 8:05,1220098900,0,3,448.8767,0,0,1,0,1,0,1,0
20758,2020-11-13 8:20,1180086900,0,0,121.7652,0,0,1,1,0,0,1,0
20758,2020-11-13 8:20,1180086900,0,0,121.7652,0,0,1,1,0,0,1,0
20760,2020-11-13 8:25,1150068800,0,3,161.0009,1,0,1,1,0,0,1,0
20760,2020-11-13 8:25,1150068800,0,3,161.0009,1,0,1,1,0,0,1,0
20762,2020-11-13 8:30,1150341200,0,0,189.5519,1,1,0,0,0,0,0,0
20762,2020-11-13 8:30,1150341200,0,0,189.5519,1,1,0,0,0,0,0,0
20764,2020-11-13 8:45,1210007702,1,1,155.0896,0,0,0,0,1,0,0,0
20766,2020-11-13 8:55,1140036401,2,1,437.4377,0,0,1,0,1,0,1,0
20766,2020-11-13 8:55,1140036401,2,1,437.4377,0,0,1,0,1,0,1,0
20766,2020-11-13 8:55,1140036401,2,1,437.4377,0,0,1,0,1,0,1,0
20766,2020-11-13 8:55,1140036401,2,1,437.4377,0,0,1,0,1,0,1,0
20770,2020-11-13 9:00,1020004904,3,1,203.3779,0,0,0,0,0,0,0,0
20770,2020-11-13 9:00,1020004904,3,1,203.3779,0,0,0,0,0,0,0,0
20772,2020-11-13 9:15,1040006402,0,1,155.1447,0,0,1,0,1,0,1,0
20772,2020-11-13 9:15,1040006402,0,1,155.1447,0,0,1,0,1,0,1,0
20774,2020-11-13 9:20,1020012702,0,3,126.5548,0,0,0,0,0,0,1,0
20774,2020-11-13 9:20,1020012702,0,3,126.5548,0,0,0,0,0,0,1,0
20774,2020-11-13 9:20,1020012702,0,3,126.5548,0,0,0,0,0,0,1,0
20778,2020-11-13 10:05,1070010602,0,3,202.329,0,0,0,0,0,0,0,0
20778,2020-11-13 10:05,1070010602,0,3,202.329,0,0,0,0,0,0,0,0
20780,2020-11-13 10:40,1050004801,1,0,232.4201,0,0,1,0,1,0,1,0
20780,2020-11-13 10:40,1050004801,1,0,232.4201,0,0,1,0,1,0,1,0
20782,2020-11-13 10:45,1060003701,3,1,217.0137,0,0,1,0,0,0,0,0
20782,2020-11-13 10:45,1060003701,3,1,217.0137,0,0,1,0,0,0,0,0
20784,2020-11-13 10:50,1130018800,0,1,393.427,0,0,1,1,0,0,1,0
20784,2020-11-13 10:50,1130018800,0,1,393.427,0,0,1,1,0,0,1,0
20786,2020-11-13 11:05,1220035104,3,1,217.7197,1,1,1,0,1,0,1,0
20787,2020-11-13 11:10,1220059003,0,3,302.6196,1,0,0,1,0,0,1,0
20787,2020-11-13 11:10,1220059003,0,3,302.6196,1,0,0,1,0,0,1,0
20789,2020-11-13 11:45,1090017800,0,4,226.6351,0,0,1,0,1,0,1,0
20793,2020-11-13 12:35,1240013202,1,3,362.2064,1,0,1,0,0,0,1,0
20793,2020-11-13 12:35,1240013202,1,3,362.2064,1,0,1,0,0,0,1,0
20795,2020-11-13 13:10,1120005206,1,1,201.2036,0,0,0,0,0,0,0,0
20797,2020-11-13 13:30,1230026203,2,1,235.9391,0,0,1,1,1,0,0,0
20797,2020-11-13 13:30,1230026203,2,1,235.9391,0,0,1,1,1,0,0,0
20797,2020-11-13 13:30,1230026203,2,1,235.9391,0,0,1,1,1,0,0,0
20797,2020-11-13 13:30,1230026203,2,1,235.9391,0,0,1,1,1,0,0,0
20801,2020-11-13 13:40,1220030701,2,1,128.9476,0,0,1,0,1,0,1,0
20801,2020-11-13 13:40,1220030701,2,1,128.9476,0,0,1,0,1,0,1,0
20803,2020-11-13 13:50,1230001100,1,1,490.4472,0,0,0,1,0,0,1,0
20803,2020-11-13 13:50,1230001100,1,1,490.4472,0,0,0,1,0,0,1,0
20805,2020-11-13 14:10,1170001703,1,0,109.6284,0,0,0,0,0,0,0,0
20805,2020-11-13 14:10,1170001703,1,0,109.6284,0,0,0,0,0,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20807,2020-11-13 14:20,1220074600,0,3,123.4341,0,0,0,0,1,0,0,0
20818,2020-11-13 14:25,1220104700,0,3,204.619,1,0,0,0,0,0,0,0
20818,2020-11-13 14:25,1220104700,0,3,204.619,1,0,0,0,0,0,0,0
20820,2020-11-13 14:40,1220027901,2,1,153.2485,0,0,0,0,1,0,0,0
20820,2020-11-13 14:40,1220027901,2,1,153.2485,0,0,0,0,1,0,0,0
20820,2020-11-13 14:40,1220027901,2,1,153.2485,0,0,0,0,1,0,0,0
20824,2020-11-13 14:45,1030010404,0,3,196.3963,0,1,1,0,1,0,1,0
20824,2020-11-13 14:45,1030010404,0,3,196.3963,0,1,1,0,1,0,1,0
20826,2020-11-13 15:00,1230013401,2,1,131.5268,0,0,0,0,0,0,0,0
20826,2020-11-13 15:00,1230013401,2,1,131.5268,0,0,0,0,0,0,0,0
20828,2020-11-13 15:50,1110013102,3,1,404.4243,0,0,1,1,1,1,1,0
20832,2020-11-13 18:10,1210037606,0,3,382.5169,0,1,0,0,0,1,1,0
20834,2020-11-13 18:20,1150415700,0,3,135.6718,0,0,0,0,0,0,0,0
20834,2020-11-13 18:20,1150415700,0,3,135.6718,0,0,0,0,0,0,0,0
20836,2020-11-13 19:05,1160057200,0,3,87.6754,1,0,1,1,0,0,0,0
20838,2020-11-13 19:10,1160010101,1,1,236.8046,0,0,0,0,0,0,0,0
20840,2020-11-13 19:20,1110011901,0,3,228.8668,0,1,1,0,0,0,1,0
20840,2020-11-13 19:20,1110011901,0,3,228.8668,0,1,1,0,0,0,1,0
20842,2020-11-13 19:55,1020025900,0,3,1633.2812,0,0,1,1,1,0,1,0
20842,2020-11-13 19:55,1020025900,0,3,1633.2812,0,0,1,1,1,0,1,0
20844,2020-11-13 20:55,1060036700,0,3,198.1068,0,0,0,0,0,0,0,0
20844,2020-11-13 20:55,1060036700,0,3,198.1068,0,0,0,0,0,0,0,0
20846,2020-11-13 21:05,1110012701,0,3,269.9726,1,0,1,1,0,0,0,0
20846,2020-11-13 21:05,1110012701,0,3,269.9726,1,0,1,1,0,0,0,0
20848,2020-11-14 8:30,1130077900,0,3,44.0753,0,0,0,0,1,0,0,0
20848,2020-11-14 8:30,1130077900,0,3,44.0753,0,0,0,0,1,0,0,0
20848,2020-11-14 8:30,1130077900,0,3,44.0753,0,0,0,0,1,0,0,0
20848,2020-11-14 8:30,1130077900,0,3,44.0753,0,0,0,0,1,0,0,0
20852,2020-11-14 8:55,1000026400,0,3,266.5681,1,0,1,0,1,0,1,0
20852,2020-11-14 8:55,1000026400,0,3,266.5681,1,0,1,0,1,0,1,0
20856,2020-11-14 9:10,1100013703,1,1,50.6031,0,0,0,0,0,0,0,0
20856,2020-11-14 9:10,1100013703,1,1,50.6031,0,0,0,0,0,0,0,0
20858,2020-11-14 9:25,1060010601,1,1,450.6331,0,0,1,1,1,0,1,0
20858,2020-11-14 9:25,1060010601,1,1,450.6331,0,0,1,1,1,0,1,0
20860,2020-11-14 9:35,1180000100,3,1,243.409,0,0,1,0,1,0,1,0
20860,2020-11-14 9:35,1180000100,3,1,243.409,0,0,1,0,1,0,1,0
20862,2020-11-14 9:40,1060017901,0,3,130.0318,0,0,0,0,0,0,0,0
20862,2020-11-14 9:40,1060017901,0,3,130.0318,0,0,0,0,0,0,0,0
20864,2020-11-14 9:50,1210010702,1,3,219.9001,0,0,1,0,0,0,0,0
20865,2020-11-14 10:40,1190024900,0,4,625.5967,0,1,1,1,1,0,1,0
20867,2020-11-14 10:45,1100008301,0,3,47.407,0,0,0,0,0,0,0,0
20867,2020-11-14 10:45,1100008301,0,3,47.407,0,0,0,0,0,0,0,0
20867,2020-11-14 10:45,1100008301,0,3,47.407,0,0,0,0,0,0,0,0
20867,2020-11-14 10:45,1100008301,0,3,47.407,0,0,0,0,0,0,0,0
20871,2020-11-14 11:10,1050006205,1,2,212.3895,0,0,0,0,0,0,0,0
20871,2020-11-14 11:10,1050006205,1,2,212.3895,0,0,0,0,0,0,0,0
20873,2020-11-14 11:30,1180084600,0,3,138.9095,1,0,1,0,0,0,0,0
20873,2020-11-14 11:30,1180084600,0,3,138.9095,1,0,1,0,0,0,0,0
20873,2020-11-14 11:30,1180084600,0,3,138.9095,1,0,1,0,0,0,0,0
20873,2020-11-14 11:30,1180084600,0,3,138.9095,1,0,1,0,0,0,0,0
20877,2020-11-14 11:35,1080025500,0,4,495.6988,0,0,0,0,0,0,0,0
20877,2020-11-14 11:35,1080025500,0,4,495.6988,0,0,0,0,0,0,0,0
20879,2020-11-14 11:50,1150002302,2,5,405.5469,0,0,0,1,1,0,1,0
20879,2020-11-14 11:50,1150002302,2,5,405.5469,0,0,0,1,1,0,1,0
20879,2020-11-14 11:50,1150002302,2,5,405.5469,0,0,0,1,1,0,1,0
20879,2020-11-14 11:50,1150002302,2,5,405.5469,0,0,0,1,1,0,1,0
20883,2020-11-14 12:10,1180041200,1,1,134.8349,1,0,1,0,1,0,1,0
20887,2020-11-14 12:40,1020053200,0,3,149.9759,0,0,0,0,1,0,1,0
20887,2020-11-14 12:40,1020053200,0,3,149.9759,0,0,0,0,1,0,1,0
20889,2020-11-14 12:50,1130023804,3,1,212.7618,0,0,0,0,0,0,0,0
20889,2020-11-14 12:50,1130023804,3,1,212.7618,0,0,0,0,0,0,0,0
20889,2020-11-14 12:50,1130023804,3,1,212.7618,0,0,0,0,0,0,0,0
20889,2020-11-14 12:50,1130023804,3,1,212.7618,0,0,0,0,0,0,0,0
20893,2020-11-14 12:55,1030014001,3,1,31.372,0,0,0,0,0,0,0,0
20893,2020-11-14 12:55,1030014001,3,1,31.372,0,0,0,0,0,0,0,0
20895,2020-11-14 13:15,1160049500,0,0,194.8698,1,1,1,0,1,0,0,0
20895,2020-11-14 13:15,1160049500,0,0,194.8698,1,1,1,0,1,0,0,0
20897,2020-11-14 13:20,1110040406,0,0,259.4745,0,0,1,0,0,0,0,0
20897,2020-11-14 13:20,1110040406,0,0,259.4745,0,0,1,0,0,0,0,0
20899,2020-11-14 13:25,1180091000,1,1,514.5055,0,1,1,0,1,0,0,0
20899,2020-11-14 13:25,1180091000,1,1,514.5055,0,1,1,0,1,0,0,0
20901,2020-11-14 13:55,1140041700,0,3,221.9001,0,0,0,0,0,0,1,0
20903,2020-11-14 14:15,1130018301,1,1,314.8788,0,0,1,0,1,0,1,0
20903,2020-11-14 14:15,1130018301,1,1,314.8788,0,0,1,0,1,0,1,0
20907,2020-11-14 14:25,1240022700,3,0,212.1397,0,0,0,0,0,0,0,0
20907,2020-11-14 14:25,1240022700,3,0,212.1397,0,0,0,0,0,0,0,0
20909,2020-11-14 15:35,1220096000,0,3,89.2409,1,0,0,0,1,0,1,0
20911,2020-11-14 15:55,1180023701,3,1,115.4548,0,0,1,0,0,0,1,0
20911,2020-11-14 15:55,1180023701,3,1,115.4548,0,0,1,0,0,0,1,0
20911,2020-11-14 15:55,1180023701,3,1,115.4548,0,0,1,0,0,0,1,0
20911,2020-11-14 15:55,1180023701,3,1,115.4548,0,0,1,0,0,0,1,0
20915,2020-11-14 16:35,1150421800,0,3,203.5264,0,0,1,0,1,0,0,0
20917,2020-11-14 17:05,1090013203,1,0,202.0318,0,0,1,0,0,1,1,0
20917,2020-11-14 17:05,1090013203,1,0,202.0318,0,0,1,0,0,1,1,0
20919,2020-11-14 17:10,1210172900,0,3,159.2671,0,1,1,0,0,0,1,0
20921,2020-11-14 17:20,1230055900,0,3,168.4269,0,1,1,0,1,0,1,0
20921,2020-11-14 17:20,1230055900,0,3,168.4269,0,1,1,0,1,0,1,0
20923,2020-11-14 17:30,1140000203,1,1,75.1845,0,0,0,0,0,0,0,0
20923,2020-11-14 17:30,1140000203,1,1,75.1845,0,0,0,0,0,0,0,0
20923,2020-11-14 17:30,1140000203,1,1,75.1845,0,0,0,0,0,0,0,0
20923,2020-11-14 17:30,1140000203,1,1,75.1845,0,0,0,0,0,0,0,0
20927,2020-11-14 17:55,1130000902,2,5,323.2287,0,0,0,0,1,0,0,0
20927,2020-11-14 17:55,1130000902,2,5,323.2287,0,0,0,0,1,0,0,0
20929,2020-11-14 18:00,1130085300,0,3,145.9328,0,0,1,0,0,0,1,0
20929,2020-11-14 18:00,1130085300,0,3,145.9328,0,0,1,0,0,0,1,0
20931,2020-11-14 18:10,1130075300,1,0,100.5984,0,0,1,0,1,0,1,0
20931,2020-11-14 18:10,1130075300,1,0,100.5984,0,0,1,0,1,0,1,0
20931,2020-11-14 18:10,1130075300,1,0,100.5984,0,0,1,0,1,0,1,0
20937,2020-11-14 18:30,1130013802,1,0,356.174,0,0,1,0,1,0,1,0
20937,2020-11-14 18:30,1130013802,1,0,356.174,0,0,1,0,1,0,1,0
20939,2020-11-14 18:40,1150106400,2,0,182.8672,0,0,0,0,0,0,0,0
20939,2020-11-14 18:40,1150106400,2,0,182.8672,0,0,0,0,0,0,0,0
20939,2020-11-14 18:40,1150106400,2,0,182.8672,0,0,0,0,0,0,0,0
20939,2020-11-14 18:40,1150106400,2,0,182.8672,0,0,0,0,0,0,0,0
20943,2020-11-14 19:15,1170009903,1,0,166.8427,1,0,1,1,1,0,1,0
20943,2020-11-14 19:15,1170009903,1,0,166.8427,1,0,1,1,1,0,1,0
20943,2020-11-14 19:15,1170009903,1,0,166.8427,1,0,1,1,1,0,1,0
20943,2020-11-14 19:15,1170009903,1,0,166.8427,1,0,1,1,1,0,1,0
20947,2020-11-14 19:25,1010027500,0,3,134.1202,0,0,0,0,1,0,0,0
20947,2020-11-14 19:25,1010027500,0,3,134.1202,0,0,0,0,1,0,0,0
20949,2020-11-14 19:30,1020003101,1,1,174.9887,0,0,1,0,1,0,1,0
20949,2020-11-14 19:30,1020003101,1,1,174.9887,0,0,1,0,1,0,1,0
20951,2020-11-14 20:00,1180083200,1,0,197.504,1,0,1,1,1,0,0,0
20953,2020-11-14 20:05,1000016402,0,3,278.2243,0,0,1,0,1,0,1,0
20953,2020-11-14 20:05,1000016402,0,3,278.2243,0,0,1,0,1,0,1,0
20955,2020-11-14 20:15,1180126300,0,3,93.717,0,0,0,0,1,0,1,0
20957,2020-11-15 8:10,1180071200,0,0,156.956,1,0,1,0,1,0,1,0
20959,2020-11-15 9:05,1060001402,3,1,264.652,0,0,1,1,1,0,1,0
20959,2020-11-15 9:05,1060001402,3,1,264.652,0,0,1,1,1,0,1,0
20961,2020-11-15 9:20,1020021102,1,1,1012.5669,0,0,1,1,1,0,1,0
20961,2020-11-15 9:20,1020021102,1,1,1012.5669,0,0,1,1,1,0,1,0
20961,2020-11-15 9:20,1020021102,1,1,1012.5669,0,0,1,1,1,0,1,0
20965,2020-11-15 9:40,1180005601,2,5,362.0763,0,0,0,0,0,0,0,0
20965,2020-11-15 9:40,1180005601,2,5,362.0763,0,0,0,0,0,0,0,0
20965,2020-11-15 9:40,1180005601,2,5,362.0763,0,0,0,0,0,0,0,0
20965,2020-11-15 9:40,1180005601,2,5,362.0763,0,0,0,0,0,0,0,0
20969,2020-11-15 9:45,1070067700,0,1,88.7582,1,0,0,0,0,0,0,0
