,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
8815,2020-06-17 15:15,1110085500,0,1,394.9278,1,0,1,1,1,0,0,0
8817,2020-06-17 15:20,1130010501,0,0,96.2132,0,0,1,0,1,0,0,0
8817,2020-06-17 15:20,1130010501,0,0,96.2132,0,0,1,0,1,0,0,0
8819,2020-06-17 15:55,1120000802,2,1,196.1049,0,0,0,0,1,0,0,0
8819,2020-06-17 15:55,1120000802,2,1,196.1049,0,0,0,0,1,0,0,0
8821,2020-06-17 16:00,1200000504,2,1,72.7749,0,0,1,0,0,0,0,0
8821,2020-06-17 16:00,1200000504,2,1,72.7749,0,0,1,0,0,0,0,0
8823,2020-06-17 16:10,1160029800,0,4,148.8274,0,0,0,0,0,0,0,0
8825,2020-06-17 16:25,1220008502,2,2,236.4948,0,0,0,0,1,0,1,0
8825,2020-06-17 16:25,1220008502,2,2,236.4948,0,0,0,0,1,0,1,0
8827,2020-06-17 17:05,1160013004,2,3,90.1502,0,0,1,0,0,0,0,0
8827,2020-06-17 17:05,1160013004,2,3,90.1502,0,0,1,0,0,0,0,0
8831,2020-06-17 17:10,1160018402,1,2,316.6239,0,0,0,0,1,0,0,0
8833,2020-06-17 17:25,1180124400,0,0,122.1382,1,0,1,0,0,0,1,0
8841,2020-06-17 19:50,1160000401,3,1,151.3779,0,0,1,0,0,0,1,0
8843,2020-06-17 21:30,1240016400,1,0,583.4507,1,0,0,1,0,0,0,0
8845,2020-06-17 21:55,1130085900,0,3,70.3948,0,0,0,0,0,0,1,0
8847,2020-06-18 9:05,1200000604,3,1,103.2836,0,0,0,0,0,0,0,0
8847,2020-06-18 9:05,1200000604,3,1,103.2836,0,0,0,0,0,0,0,0
8847,2020-06-18 9:05,1200000604,3,1,103.2836,0,0,0,0,0,0,0,0
8850,2020-06-18 9:15,1210030001,4,1,183.6682,0,1,1,0,1,0,1,0
8854,2020-06-18 9:35,1080031400,0,3,41.7886,0,0,1,0,0,0,0,0
8854,2020-06-18 9:35,1080031400,0,3,41.7886,0,0,1,0,0,0,0,0
8856,2020-06-18 9:40,1030039600,0,3,206.1851,0,0,1,0,0,0,1,0
8856,2020-06-18 9:40,1030039600,0,3,206.1851,0,0,1,0,0,0,1,0
8856,2020-06-18 9:40,1030039600,0,3,206.1851,0,0,1,0,0,0,1,0
8856,2020-06-18 9:40,1030039600,0,3,206.1851,0,0,1,0,0,0,1,0
8860,2020-06-18 9:45,1100056400,0,3,61.8532,0,0,1,0,0,0,0,0
8864,2020-06-18 10:00,1130087400,0,0,329.6095,0,0,1,1,1,0,1,0
8866,2020-06-18 10:05,1040008702,3,1,69.2034,0,0,0,0,0,0,1,0
8868,2020-06-18 10:10,1120007901,1,2,168.6666,0,0,1,0,0,0,0,0
8868,2020-06-18 10:10,1120007901,1,2,168.6666,0,0,1,0,0,0,0,0
8870,2020-06-18 10:30,1230027403,2,1,91.9305,0,0,0,0,1,0,0,0
8870,2020-06-18 10:30,1230027403,2,1,91.9305,0,0,0,0,1,0,0,0
8872,2020-06-18 10:35,1230016901,3,1,238.6678,0,0,1,0,1,0,1,0
8872,2020-06-18 10:35,1230016901,3,1,238.6678,0,0,1,0,1,0,1,0
8874,2020-06-18 10:45,1240026200,0,3,520.4522,1,0,1,1,0,1,1,0
8874,2020-06-18 10:45,1240026200,0,3,520.4522,1,0,1,1,0,1,1,0
8876,2020-06-18 11:20,1160038100,0,0,150.1003,0,0,0,1,0,0,0,0
8876,2020-06-18 11:20,1160038100,0,0,150.1003,0,0,0,1,0,0,0,0
8876,2020-06-18 11:20,1160038100,0,0,150.1003,0,0,0,1,0,0,0,0
8876,2020-06-18 11:20,1160038100,0,0,150.1003,0,0,0,1,0,0,0,0
8882,2020-06-18 11:45,1150010304,3,1,488.7269,1,1,1,1,1,0,1,0
8884,2020-06-18 12:10,1000031600,0,3,86.687,0,0,0,0,0,0,1,0
8884,2020-06-18 12:10,1000031600,0,3,86.687,0,0,0,0,0,0,1,0
8886,2020-06-18 12:15,1180038503,3,1,52.0613,0,0,1,0,0,0,0,0
8886,2020-06-18 12:15,1180038503,3,1,52.0613,0,0,1,0,0,0,0,0
8888,2020-06-18 12:35,1020009801,1,1,51.935,0,0,0,0,0,0,0,0
8888,2020-06-18 12:35,1020009801,1,1,51.935,0,0,0,0,0,0,0,0
8888,2020-06-18 12:35,1020009801,1,1,51.935,0,0,0,0,0,0,0,0
8888,2020-06-18 12:35,1020009801,1,1,51.935,0,0,0,0,0,0,0,0
8892,2020-06-18 13:50,1140030802,2,1,85.4761,0,0,0,0,0,0,1,0
8894,2020-06-18 15:20,1160002806,2,1,38.7297,0,0,0,0,0,0,0,0
8894,2020-06-18 15:20,1160002806,2,1,38.7297,0,0,0,0,0,0,0,0
8896,2020-06-18 16:30,1130002601,2,1,201.9422,0,0,1,0,1,0,1,0
8896,2020-06-18 16:30,1130002601,2,1,201.9422,0,0,1,0,1,0,1,0
8898,2020-06-18 17:25,1020002301,1,1,106.6904,0,0,0,0,1,0,1,0
8900,2020-06-18 18:15,1100062602,0,4,48.4055,0,0,0,0,0,0,0,0
8902,2020-06-18 18:25,1150094200,0,2,103.8882,0,0,0,0,0,0,0,0
8902,2020-06-18 18:25,1150094200,0,2,103.8882,0,0,0,0,0,0,0,0
8904,2020-06-18 19:20,1200043900,1,3,288.094,0,0,0,1,0,1,0,0
8904,2020-06-18 19:20,1200043900,1,3,288.094,0,0,0,1,0,1,0,0
8906,2020-06-18 20:05,1150344300,0,4,111.5767,1,0,1,0,0,0,0,0
8908,2020-06-19 1:35,1010054100,0,1,329.398,1,0,1,1,1,0,1,0
8912,2020-06-19 7:55,1180107300,0,3,156.757,0,0,1,0,0,0,0,0
8912,2020-06-19 7:55,1180107300,0,3,156.757,0,0,1,0,0,0,0,0
8914,2020-06-19 8:45,1230034500,0,3,331.2491,0,0,0,1,1,1,0,0
8914,2020-06-19 8:45,1230034500,0,3,331.2491,0,0,0,1,1,1,0,0
8914,2020-06-19 8:45,1230034500,0,3,331.2491,0,0,0,1,1,1,0,0
8917,2020-06-19 8:55,1100012504,3,1,188.8758,0,0,0,1,0,0,0,0
8919,2020-06-19 9:25,1100002200,3,1,289.2329,0,0,1,1,0,0,1,0
8924,2020-06-19 9:50,1160011103,2,1,39.954,0,0,0,0,0,0,0,0
8926,2020-06-19 10:00,1000010101,1,3,169.763,0,0,1,0,1,0,1,0
8926,2020-06-19 10:00,1000010101,1,3,169.763,0,0,1,0,1,0,1,0
8929,2020-06-19 10:05,1150101800,1,3,95.6898,1,0,0,0,0,0,0,0
8929,2020-06-19 10:05,1150101800,1,3,95.6898,1,0,0,0,0,0,0,0
8932,2020-06-19 10:15,1070050700,0,4,252.3902,0,0,1,1,0,0,0,0
8934,2020-06-19 10:20,1050006201,3,2,65.7139,0,0,0,0,0,0,0,0
8936,2020-06-19 10:25,1120016200,0,6,522.1932,0,0,1,0,1,0,1,0
8938,2020-06-19 10:30,1150064200,0,3,304.197,1,0,1,0,1,0,1,0
8940,2020-06-19 10:40,1110035500,0,3,403.7153,1,1,1,1,1,1,1,0
8944,2020-06-19 10:55,1040006802,3,1,41.5691,0,0,0,0,0,0,0,0
8946,2020-06-19 11:10,1230026203,2,1,235.9391,0,0,1,1,1,0,0,0
8948,2020-06-19 11:30,1010002903,2,1,153.7741,0,0,1,0,1,0,0,0
8950,2020-06-19 11:40,1000046300,0,3,154.4984,0,0,1,0,1,0,0,0
8952,2020-06-19 12:30,1230009903,3,1,132.6633,0,1,1,0,1,0,1,0
8954,2020-06-19 12:40,1200024100,0,1,30.401,0,0,0,0,0,0,0,0
8954,2020-06-19 12:40,1200024100,0,1,30.401,0,0,0,0,0,0,0,0
8956,2020-06-19 13:20,1120007600,0,3,554.2458,0,0,1,1,1,0,0,0
8956,2020-06-19 13:20,1120007600,0,3,554.2458,0,0,1,1,1,0,0,0
8958,2020-06-19 13:45,1240019502,0,0,290.9841,0,0,1,0,1,0,0,0
8958,2020-06-19 13:45,1240019502,0,0,290.9841,0,0,1,0,1,0,0,0
8960,2020-06-19 13:50,1010027500,0,3,134.1202,0,0,0,0,1,0,0,0
8960,2020-06-19 13:50,1010027500,0,3,134.1202,0,0,0,0,1,0,0,0
8960,2020-06-19 13:50,1010027500,0,3,134.1202,0,0,0,0,1,0,0,0
8964,2020-06-19 14:00,1020008406,1,1,99.9451,0,0,1,1,1,0,1,0
8964,2020-06-19 14:00,1020008406,1,1,99.9451,0,0,1,1,1,0,1,0
8966,2020-06-19 14:45,1000009504,3,1,81.7793,1,0,0,0,0,0,1,0
8966,2020-06-19 14:45,1000009504,3,1,81.7793,1,0,0,0,0,0,1,0
8970,2020-06-19 15:50,1180015703,0,1,261.6865,1,1,1,1,1,0,0,0
8976,2020-06-19 17:55,1000011001,0,3,161.9845,0,0,1,0,1,0,1,0
8978,2020-06-19 19:40,1050008604,3,1,198.0282,0,0,1,0,0,0,0,0
8980,2020-06-19 19:50,1090024600,0,4,196.3915,0,0,0,1,0,0,0,0
8980,2020-06-19 19:50,1090024600,0,4,196.3915,0,0,0,1,0,0,0,0
8982,2020-06-20 7:05,1150098100,0,3,71.7261,0,0,1,0,0,0,1,0
8984,2020-06-20 8:25,1140012100,0,3,438.5394,0,0,0,1,0,0,1,0
8984,2020-06-20 8:25,1140012100,0,3,438.5394,0,0,0,1,0,0,1,0
8986,2020-06-20 8:40,1180016900,1,1,251.3231,0,0,1,1,1,0,1,0
8986,2020-06-20 8:40,1180016900,1,1,251.3231,0,0,1,1,1,0,1,0
8988,2020-06-20 9:05,1210005600,0,1,283.853,0,0,0,0,0,0,0,0
8989,2020-06-20 9:10,1020049102,1,1,48.4212,0,0,0,0,0,0,0,0
8989,2020-06-20 9:10,1020049102,1,1,48.4212,0,0,0,0,0,0,0,0
8992,2020-06-20 9:30,1140021700,1,1,110.7663,0,0,0,0,0,0,0,0
8992,2020-06-20 9:30,1140021700,1,1,110.7663,0,0,0,0,0,0,0,0
8994,2020-06-20 9:50,1230025401,3,1,199.5742,0,0,0,0,0,0,0,0
8996,2020-06-20 10:15,1070037800,0,3,133.9821,0,0,1,1,0,0,0,0
8998,2020-06-20 10:20,1230020702,3,1,200.6777,0,0,0,0,1,0,1,0
9002,2020-06-20 10:35,1140053100,3,1,102.5423,0,0,0,0,0,0,0,0
9002,2020-06-20 10:35,1140053100,3,1,102.5423,0,0,0,0,0,0,0,0
9004,2020-06-20 10:40,1100063700,3,1,173.4773,0,0,0,0,0,0,0,0
9006,2020-06-20 10:45,1020000303,2,5,187.2538,0,0,0,0,0,0,0,0
9006,2020-06-20 10:45,1020000303,2,5,187.2538,0,0,0,0,0,0,0,0
9008,2020-06-20 10:55,1100022100,1,1,124.6445,0,0,0,0,0,0,0,0
9008,2020-06-20 10:55,1100022100,1,1,124.6445,0,0,0,0,0,0,0,0
9008,2020-06-20 10:55,1100022100,1,1,124.6445,0,0,0,0,0,0,0,0
9012,2020-06-20 11:00,1120004401,2,1,119.1163,0,0,0,0,0,0,0,0
9012,2020-06-20 11:00,1120004401,2,1,119.1163,0,0,0,0,0,0,0,0
9014,2020-06-20 11:20,1210027203,3,1,92.3925,0,0,0,0,1,0,0,0
9014,2020-06-20 11:20,1210027203,3,1,92.3925,0,0,0,0,1,0,0,0
9014,2020-06-20 11:20,1210027203,3,1,92.3925,0,0,0,0,1,0,0,0
9014,2020-06-20 11:20,1210027203,3,1,92.3925,0,0,0,0,1,0,0,0
9018,2020-06-20 11:40,1100067300,0,3,141.7786,0,0,0,0,0,0,0,0
9018,2020-06-20 11:40,1100067300,0,3,141.7786,0,0,0,0,0,0,0,0
9020,2020-06-20 12:05,1130012302,3,1,161.6031,0,0,0,0,0,0,1,0
9020,2020-06-20 12:05,1130012302,3,1,161.6031,0,0,0,0,0,0,1,0
9022,2020-06-20 12:50,1090020000,0,4,214.9395,0,0,0,0,0,0,0,0
9024,2020-06-20 12:55,1150027000,0,3,273.5918,1,0,0,1,0,0,0,0
9026,2020-06-20 13:00,1150081500,0,3,367.8254,1,0,1,1,0,0,1,0
9026,2020-06-20 13:00,1150081500,0,3,367.8254,1,0,1,1,0,0,1,0
9028,2020-06-20 13:50,1090008802,1,3,117.5955,0,0,1,0,0,0,0,0
9028,2020-06-20 13:50,1090008802,1,3,117.5955,0,0,1,0,0,0,0,0
9030,2020-06-20 14:00,1230004600,2,5,279.9777,0,0,0,0,0,0,0,0
9032,2020-06-20 14:05,1230086300,0,0,66.4054,0,0,0,0,0,0,0,0
9032,2020-06-20 14:05,1230086300,0,0,66.4054,0,0,0,0,0,0,0,0
9032,2020-06-20 14:05,1230086300,0,0,66.4054,0,0,0,0,0,0,0,0
9032,2020-06-20 14:05,1230086300,0,0,66.4054,0,0,0,0,0,0,0,0
9036,2020-06-20 14:35,1030040900,0,2,125.3007,0,0,0,0,0,0,1,0
9036,2020-06-20 14:35,1030040900,0,2,125.3007,0,0,0,0,0,0,1,0
9040,2020-06-20 16:40,1180024002,0,3,58.2739,0,0,0,0,0,0,0,0
9042,2020-06-20 16:55,1150035600,0,3,291.6934,1,0,1,1,0,0,1,0
9044,2020-06-20 18:35,1130029202,2,1,273.6017,0,0,0,1,0,0,0,0
9044,2020-06-20 18:35,1130029202,2,1,273.6017,0,0,0,1,0,0,0,0
9046,2020-06-21 8:15,1090012904,1,3,255.152,0,0,0,1,0,1,0,0
9046,2020-06-21 8:15,1090012904,1,3,255.152,0,0,0,1,0,1,0,0
9048,2020-06-21 8:25,1100024501,1,0,94.7036,0,0,0,0,0,0,1,0
9048,2020-06-21 8:25,1100024501,1,0,94.7036,0,0,0,0,0,0,1,0
9050,2020-06-21 9:45,1180069102,0,1,110.8232,0,0,0,0,0,0,0,0
9052,2020-06-21 10:15,1140034703,1,3,185.5095,0,0,1,0,1,0,0,0
9054,2020-06-21 10:55,1130085900,0,3,70.3948,0,0,0,0,0,0,1,0
9056,2020-06-21 11:00,1160011402,0,1,198.9417,0,0,0,0,1,0,0,0
9058,2020-06-21 11:05,1140039901,1,1,85.6304,0,0,1,0,1,0,0,0
9060,2020-06-21 11:40,1220050300,0,3,231.5828,0,0,1,1,1,0,1,0
9060,2020-06-21 11:40,1220050300,0,3,231.5828,0,0,1,1,1,0,1,0
9062,2020-06-21 11:45,1220003102,2,2,125.1377,0,0,0,0,0,0,0,0
9064,2020-06-21 11:55,1140052500,0,3,534.3311,0,0,1,1,1,1,1,0
9064,2020-06-21 11:55,1140052500,0,3,534.3311,0,0,1,1,1,1,1,0
9066,2020-06-21 12:10,1010037700,0,3,315.1804,0,0,1,1,1,0,1,0
9066,2020-06-21 12:10,1010037700,0,3,315.1804,0,0,1,1,1,0,1,0
9068,2020-06-21 12:45,1150014704,2,1,169.4689,0,0,0,0,0,0,1,0
9068,2020-06-21 12:45,1150014704,2,1,169.4689,0,0,0,0,0,0,1,0
9070,2020-06-21 12:55,1200049500,0,0,512.2643,0,0,0,0,0,0,0,0
9070,2020-06-21 12:55,1200049500,0,0,512.2643,0,0,0,0,0,0,0,0
9072,2020-06-21 13:20,1210032408,0,3,215.5371,0,0,1,1,0,0,0,0
9074,2020-06-21 14:20,1030008003,3,1,538.355,0,0,0,0,0,0,0,0
9074,2020-06-21 14:20,1030008003,3,1,538.355,0,0,0,0,0,0,0,0
9076,2020-06-21 14:25,1000043700,0,3,516.624,1,0,0,0,1,0,0,0
9076,2020-06-21 14:25,1000043700,0,3,516.624,1,0,0,0,1,0,0,0
9078,2020-06-21 14:50,1110013402,3,1,145.8633,0,0,0,0,0,0,1,0
9080,2020-06-21 14:55,1180085900,0,3,163.3589,0,0,1,0,1,0,1,0
9080,2020-06-21 14:55,1180085900,0,3,163.3589,0,0,1,0,1,0,1,0
9082,2020-06-21 15:05,1150099400,0,3,110.0506,1,0,0,0,0,0,0,0
9082,2020-06-21 15:05,1150099400,0,3,110.0506,1,0,0,0,0,0,0,0
9084,2020-06-21 15:10,1000022002,0,3,90.9572,0,0,0,0,0,0,0,0
9084,2020-06-21 15:10,1000022002,0,3,90.9572,0,0,0,0,0,0,0,0
9084,2020-06-21 15:10,1000022002,0,3,90.9572,0,0,0,0,0,0,0,0
9084,2020-06-21 15:10,1000022002,0,3,90.9572,0,0,0,0,0,0,0,0
9088,2020-06-21 15:15,1130051300,0,3,294.2916,0,0,1,0,1,0,0,0
9088,2020-06-21 15:15,1130051300,0,3,294.2916,0,0,1,0,1,0,0,0
9088,2020-06-21 15:15,1130051300,0,3,294.2916,0,0,1,0,1,0,0,0
9094,2020-06-21 16:05,1020042300,0,4,481.7977,1,0,0,0,1,0,0,0
9096,2020-06-21 16:25,1120006301,1,1,59.0942,0,0,1,0,0,0,0,0
9096,2020-06-21 16:25,1120006301,1,1,59.0942,0,0,1,0,0,0,0,0
9096,2020-06-21 16:25,1120006301,1,1,59.0942,0,0,1,0,0,0,0,0
9100,2020-06-21 17:25,1020003101,1,1,174.9887,0,0,1,0,1,0,1,0
9100,2020-06-21 17:25,1020003101,1,1,174.9887,0,0,1,0,1,0,1,0
9102,2020-06-21 18:00,1000038500,0,4,549.6331,1,0,1,1,1,0,1,0
9104,2020-06-22 7:05,1160014302,0,3,229.942,1,1,0,1,1,0,0,0
9106,2020-06-22 7:10,1060069901,0,3,885.6971432,0,0,0,0,1,0,1,0
9108,2020-06-22 7:30,1070028600,0,3,111.2739,1,1,1,0,1,0,1,0
9110,2020-06-22 7:40,1030008705,1,1,18.0869,0,0,0,0,0,0,0,0
9112,2020-06-22 7:45,1230001401,4,1,360.4976,0,0,1,1,1,0,0,0
9112,2020-06-22 7:45,1230001401,4,1,360.4976,0,0,1,1,1,0,0,0
9114,2020-06-22 7:55,1050039600,0,3,162.7631,0,0,1,0,0,0,1,0
9116,2020-06-22 8:15,1060033400,0,3,70.0313,0,0,0,0,0,0,0,0
9116,2020-06-22 8:15,1060033400,0,3,70.0313,0,0,0,0,0,0,0,0
9122,2020-06-22 8:40,1210015504,2,1,84.8929,0,0,0,0,0,0,0,0
9122,2020-06-22 8:40,1210015504,2,1,84.8929,0,0,0,0,0,0,0,0
9124,2020-06-22 8:45,1040044101,3,0,188.6177517,1,0,1,1,1,0,1,0
9126,2020-06-22 8:55,1150017602,0,3,260.9786,0,1,1,0,1,0,1,0
9126,2020-06-22 8:55,1150017602,0,3,260.9786,0,1,1,0,1,0,1,0
9128,2020-06-22 9:05,1150033800,0,3,276.1638,1,0,1,1,0,1,1,0
9130,2020-06-22 9:15,1190017102,0,3,159.2756,0,0,1,1,0,0,1,0
9130,2020-06-22 9:15,1190017102,0,3,159.2756,0,0,1,1,0,0,1,0
9132,2020-06-22 9:40,1220020801,3,2,161.3484,0,0,0,0,0,0,0,0
9132,2020-06-22 9:40,1220020801,3,2,161.3484,0,0,0,0,0,0,0,0
9135,2020-06-22 9:45,1140058800,0,3,528.695,0,0,1,1,1,0,1,0
9135,2020-06-22 9:45,1140058800,0,3,528.695,0,0,1,1,1,0,1,0
9139,2020-06-22 10:00,1020056000,1,0,192.4127,1,0,1,0,1,0,1,0
9142,2020-06-22 10:05,1110044203,1,1,775.8919,0,0,0,0,0,0,0,0
9142,2020-06-22 10:05,1110044203,1,1,775.8919,0,0,0,0,0,0,0,0
9142,2020-06-22 10:05,1110044203,1,1,775.8919,0,0,0,0,0,0,0,0
9147,2020-06-22 10:35,1230052500,3,1,96.1472,0,0,0,0,0,0,1,0
9147,2020-06-22 10:35,1230052500,3,1,96.1472,0,0,0,0,0,0,1,0
9149,2020-06-22 10:45,1130003802,2,1,94.1283,0,0,0,0,1,0,0,0
9149,2020-06-22 10:45,1130003802,2,1,94.1283,0,0,0,0,1,0,0,0
9151,2020-06-22 11:40,1230020802,3,1,201.4356,0,0,1,0,1,0,1,0
9151,2020-06-22 11:40,1230020802,3,1,201.4356,0,0,1,0,1,0,1,0
9153,2020-06-22 11:55,1220004201,6,1,446.2384,1,1,1,1,1,0,1,0
9155,2020-06-22 12:00,1210123400,0,0,229.7524,0,1,0,0,0,0,0,0
9157,2020-06-22 12:05,1160007301,1,1,486.4372,1,1,1,1,1,0,1,0
9157,2020-06-22 12:05,1160007301,1,1,486.4372,1,1,1,1,1,0,1,0
9159,2020-06-22 12:10,1210017502,1,3,178.1851,0,0,1,0,1,0,1,0
9159,2020-06-22 12:10,1210017502,1,3,178.1851,0,0,1,0,1,0,1,0
9161,2020-06-22 12:25,1180032300,1,3,479.6014,0,1,1,1,1,0,1,0
9161,2020-06-22 12:25,1180032300,1,3,479.6014,0,1,1,1,1,0,1,0
9165,2020-06-22 13:00,1100001700,3,1,285.2996,0,0,0,0,1,0,0,0
9167,2020-06-22 13:05,1240007202,0,0,284.107,0,0,1,1,1,0,1,0
9167,2020-06-22 13:05,1240007202,0,0,284.107,0,0,1,1,1,0,1,0
9167,2020-06-22 13:05,1240007202,0,0,284.107,0,0,1,1,1,0,1,0
9171,2020-06-22 13:10,1160036000,0,4,351.4194,1,0,1,1,0,0,0,0
9173,2020-06-22 13:35,1110083600,0,0,120.7916,0,0,0,0,0,0,0,0
9175,2020-06-22 14:20,1160040000,0,0,85.0928,0,0,1,1,0,0,1,0
9177,2020-06-22 14:35,1050002403,3,1,339.4352,0,0,1,0,1,0,1,0
9177,2020-06-22 14:35,1050002403,3,1,339.4352,0,0,1,0,1,0,1,0
9179,2020-06-22 14:45,1120006102,3,2,52.7522,0,0,1,0,0,0,1,0
9181,2020-06-22 15:00,1160018200,1,1,811.6856,0,0,0,0,0,0,0,0
9183,2020-06-22 15:10,1200008500,0,3,821.9977,1,0,1,1,1,1,1,0
9183,2020-06-22 15:10,1200008500,0,3,821.9977,1,0,1,1,1,1,1,0
9185,2020-06-22 15:30,1080007402,3,1,131.6112,0,0,1,0,0,0,1,0
9185,2020-06-22 15:30,1080007402,3,1,131.6112,0,0,1,0,0,0,1,0
9187,2020-06-22 16:50,1130063300,1,1,97.9298,0,0,0,0,0,0,0,0
9187,2020-06-22 16:50,1130063300,1,1,97.9298,0,0,0,0,0,0,0,0
9191,2020-06-22 18:00,1210035400,1,1,170.3456,0,0,0,0,0,0,0,0
9191,2020-06-22 18:00,1210035400,1,1,170.3456,0,0,0,0,0,0,0,0
9191,2020-06-22 18:00,1210035400,1,1,170.3456,0,0,0,0,0,0,0,0
9195,2020-06-22 18:20,1180020900,0,3,299.7403,1,0,1,1,0,1,1,0
9195,2020-06-22 18:20,1180020900,0,3,299.7403,1,0,1,1,0,1,1,0
9199,2020-06-22 18:25,1150351700,3,1,290.4164,0,0,1,0,0,0,0,0
9199,2020-06-22 18:25,1150351700,3,1,290.4164,0,0,1,0,0,0,0,0
9201,2020-06-22 18:35,1210020303,3,1,247.5014,0,0,1,0,1,0,1,0
9201,2020-06-22 18:35,1210020303,3,1,247.5014,0,0,1,0,1,0,1,0
9203,2020-06-22 19:05,1100011700,0,3,303.8107,0,1,1,1,0,0,1,0
9203,2020-06-22 19:05,1100011700,0,3,303.8107,0,1,1,1,0,0,1,0
9207,2020-06-22 20:45,1130000302,2,5,460.9674,0,0,0,0,0,0,0,0
9209,2020-06-22 21:05,1010019302,1,1,41.2979,0,0,0,0,0,0,0,0
9209,2020-06-22 21:05,1010019302,1,1,41.2979,0,0,0,0,0,0,0,0
9211,2020-06-22 21:25,1230012501,0,4,86.8737,0,0,0,0,0,0,0,0
9211,2020-06-22 21:25,1230012501,0,4,86.8737,0,0,0,0,0,0,0,0
9213,2020-06-22 21:40,1060009503,1,1,72.0118,0,0,1,0,0,0,0,0
9213,2020-06-22 21:40,1060009503,1,1,72.0118,0,0,1,0,0,0,0,0
9217,2020-06-23 8:50,1030067301,0,1,350.9537337,0,0,0,0,1,0,0,0
9219,2020-06-23 9:00,1230048400,3,1,241.0448,0,0,1,0,1,0,0,0
9219,2020-06-23 9:00,1230048400,3,1,241.0448,0,0,1,0,1,0,0,0
9219,2020-06-23 9:00,1230048400,3,1,241.0448,0,0,1,0,1,0,0,0
9219,2020-06-23 9:00,1230048400,3,1,241.0448,0,0,1,0,1,0,0,0
9225,2020-06-23 9:25,1170004000,1,1,516.3082,1,0,1,1,1,0,1,0
9227,2020-06-23 9:30,1190007404,1,1,450.4233,0,0,0,0,0,0,0,0
9227,2020-06-23 9:30,1190007404,1,1,450.4233,0,0,0,0,0,0,0,0
9229,2020-06-23 9:40,1000017801,1,1,322.3179,0,0,1,0,1,0,1,0
9229,2020-06-23 9:40,1000017801,1,1,322.3179,0,0,1,0,1,0,1,0
9231,2020-06-23 9:50,1170043200,0,0,132.185,1,0,0,0,0,0,0,0
9233,2020-06-23 10:00,1070052300,3,1,421.2452,0,0,1,0,0,0,1,0
9233,2020-06-23 10:00,1070052300,3,1,421.2452,0,0,1,0,0,0,1,0
9235,2020-06-23 10:10,1090001002,0,3,96.0563,0,0,1,1,0,0,0,0
9235,2020-06-23 10:10,1090001002,0,3,96.0563,0,0,1,1,0,0,0,0
9235,2020-06-23 10:10,1090001002,0,3,96.0563,0,0,1,1,0,0,0,0
9235,2020-06-23 10:10,1090001002,0,3,96.0563,0,0,1,1,0,0,0,0
9239,2020-06-23 10:15,1100012902,3,1,244.3765,0,0,0,0,0,0,0,0
9240,2020-06-23 11:00,1230062500,0,3,135.1658,0,0,1,1,0,0,1,0
9240,2020-06-23 11:00,1230062500,0,3,135.1658,0,0,1,1,0,0,1,0
9244,2020-06-23 12:05,1230425600,1,3,155.6802,0,0,0,0,0,0,0,0
9244,2020-06-23 12:05,1230425600,1,3,155.6802,0,0,0,0,0,0,0,0
9246,2020-06-23 12:20,1200033800,1,1,293.5963,0,0,1,1,0,0,1,0
9246,2020-06-23 12:20,1200033800,1,1,293.5963,0,0,1,1,0,0,1,0
9252,2020-06-23 14:25,1220100700,0,3,294.0432,1,0,1,0,1,0,1,0
9252,2020-06-23 14:25,1220100700,0,3,294.0432,1,0,1,0,1,0,1,0
9254,2020-06-23 14:40,1100047700,0,3,437.686,0,0,1,1,0,0,1,0
9256,2020-06-23 14:50,1090014500,0,3,248.5288,0,0,1,1,0,0,1,0
9256,2020-06-23 14:50,1090014500,0,3,248.5288,0,0,1,1,0,0,1,0
9258,2020-06-23 15:00,1170012700,0,0,648.2295,1,0,0,0,1,0,1,0
9258,2020-06-23 15:00,1170012700,0,0,648.2295,1,0,0,0,1,0,1,0
9260,2020-06-23 15:15,1160016003,3,1,146.0533,0,1,0,0,1,0,1,0
9260,2020-06-23 15:15,1160016003,3,1,146.0533,0,1,0,0,1,0,1,0
9262,2020-06-23 15:25,1160054300,0,0,258.3424,1,0,0,0,0,0,0,0
9264,2020-06-23 15:30,1060020301,1,3,88.4149,0,0,0,0,0,0,0,0
9264,2020-06-23 15:30,1060020301,1,3,88.4149,0,0,0,0,0,0,0,0
9268,2020-06-23 17:35,1220055100,3,2,295.9561,0,0,0,0,0,0,0,0
9268,2020-06-23 17:35,1220055100,3,2,295.9561,0,0,0,0,0,0,0,0
9270,2020-06-23 17:55,1230080600,0,4,861.2927,0,0,0,0,0,1,0,0
9274,2020-06-23 18:10,1220014100,3,2,146.2867,0,0,0,0,0,0,1,0
9274,2020-06-23 18:10,1220014100,3,2,146.2867,0,0,0,0,0,0,1,0
9276,2020-06-23 19:15,1030011204,1,1,624.5963,0,0,1,1,1,1,1,0
9280,2020-06-24 8:35,1220038102,4,2,195.2553,0,1,0,0,0,0,0,0
9280,2020-06-24 8:35,1220038102,4,2,195.2553,0,1,0,0,0,0,0,0
9282,2020-06-24 9:00,1180062000,0,3,153.6215,0,0,1,0,1,0,1,0
9282,2020-06-24 9:00,1180062000,0,3,153.6215,0,0,1,0,1,0,1,0
9286,2020-06-24 9:10,1090002000,1,1,422.2243,0,0,1,1,0,0,1,0
